wave,domain,task,participant_id,item_local_id,item_text_hash,dimension,score_raw,score_quality_aligned
首轮专家复核,物理,Task A,HR_928CC27A748A1794,Q13,b33b5498bccabc9e,事实准确性,1.0,1.0
首轮专家复核,物理,Task A,HR_928CC27A748A1794,Q7,0aa25ee2c67b459f,语言清晰度,4.0,4.0
二次专家复核,生物,Task B,HR_B368FA36ECFF5098,B05,dfea3893eacd240f,误导风险,1.0,5.0
首轮专家复核,化学,Task A,HR_041E044634F6C9E1,Q7,38ec855f69f8d0ef,误解处理质量,2.0,2.0
首轮专家复核,地理,Task B,HR_3F4E529E25BA8081,Q20,0bced8f29002322d,事实准确性,5.0,5.0
首轮专家复核,地理,Task A,HR_3F4E529E25BA8081,Q13,8ed08cca4396eeea,误导风险,1.0,5.0
二次专家复核,化学,Task A,HR_BCF78C101D6FC95A,C01,24573e91411cfd5c,误解处理质量,1.0,1.0
首轮专家复核,地理,Task B,HR_A764352C458492F0,Q26,acced08a8cbcd0c0,概念完整性,5.0,5.0
首轮专家复核,物理,Task B,HR_928CC27A748A1794,Q26,f3810479751c5b39,概念完整性,5.0,5.0
二次专家复核,物理,Task C,HR_C81ABC3E5C858CCA,P03,62be08b587b9aa7f,事实准确性,1.0,1.0
二次专家复核,化学,Task A,HR_9A94B820E4493456,C01,24573e91411cfd5c,误解处理质量,5.0,5.0
二次专家复核,地理,Task A,HR_C4E3B04784E16382,G04,a6cac3885da5e7a9,任务符合度,4.0,4.0
二次专家复核,物理,Task A,HR_AEE7A19C908C42E7,P01,254b15015ba54f2f,事实准确性,5.0,5.0
二次专家复核,物理,Task A,HR_2B5F4717CBE8F00D,P01,254b15015ba54f2f,任务符合度,1.0,1.0
二次专家复核,化学,Task A,HR_9CF98BA4B41DB63D,C04,6c468bcaab749880,语言清晰度,5.0,5.0
二次专家复核,生物,Task B,HR_8A9FF2FBF1908FAE,B05,dfea3893eacd240f,误解处理质量,4.0,4.0
首轮专家复核,化学,Task C,HR_041E044634F6C9E1,Q36,61fa1a4f7ac34ee6,语言清晰度,4.0,4.0
二次专家复核,化学,Task B,HR_9CF98BA4B41DB63D,C05,70ef57a52e80b477,任务符合度,5.0,5.0
二次专家复核,物理,Task B,HR_0DEF199CF606647F,P02,1cb01a4146939d4c,误导风险,2.0,4.0
二次专家复核,化学,Task B,HR_E5C7FF5DA802C143,C02,af557e1581ed2d03,误导风险,2.0,4.0
二次专家复核,物理,Task A,HR_B144CD2AC118086A,P04,8620e3a0ad7609a8,事实准确性,3.0,3.0
首轮专家复核,化学,Task C,HR_041E044634F6C9E1,Q41,0e65012e9b82893f,概念完整性,4.0,4.0
首轮专家复核,地理,Task B,HR_3F4E529E25BA8081,Q31,80da7d68305e89e0,任务符合度,5.0,5.0
首轮专家复核,生物,Task A,HR_BECB4B9362C32EBF,Q12,62d8893ccdb9ca08,误导风险,1.0,5.0
首轮专家复核,地理,Task A,HR_A764352C458492F0,Q14,daa99e899ffd0a05,概念完整性,5.0,5.0
首轮专家复核,化学,Task A,HR_041E044634F6C9E1,Q14,f4f9321846b25339,误解处理质量,4.0,4.0
二次专家复核,化学,Task B,HR_029C237FFD4CD0CF,C02,af557e1581ed2d03,事实准确性,5.0,5.0
二次专家复核,化学,Task C,HR_AF9609ABC1167E6C,C06,1cf1d65c59a9dc1e,事实准确性,5.0,5.0
首轮专家复核,物理,Task B,HR_02141DCD6E7B4D9E,Q25,801f8c9e97c81e10,误解处理质量,3.0,3.0
二次专家复核,化学,Task C,HR_2E23273DA71667D6,C03,d39e35505563bba8,概念完整性,4.0,4.0
二次专家复核,物理,Task C,HR_4232FBD75B1103EF,P03,62be08b587b9aa7f,事实准确性,4.0,4.0
二次专家复核,物理,Task B,HR_B0F2BC85E5725830,P02,1cb01a4146939d4c,事实准确性,5.0,5.0
二次专家复核,化学,Task A,HR_029C237FFD4CD0CF,C01,24573e91411cfd5c,事实准确性,4.0,4.0
首轮专家复核,生物,Task A,HR_BECB4B9362C32EBF,Q11,821481f889ed0f28,概念完整性,5.0,5.0
首轮专家复核,化学,Task A,HR_041E044634F6C9E1,Q17,07d326f3d99175b3,误解处理质量,4.0,4.0
首轮专家复核,化学,Task C,HR_041E044634F6C9E1,Q35,e493a06423f76897,任务符合度,4.0,4.0
二次专家复核,地理,Task B,HR_727B0E20BD95891A,G05,6e1e89984f9f102e,语言清晰度,4.0,4.0
二次专家复核,地理,Task C,HR_8C118A0AF09A248C,G03,732ac33a5cec9603,误解处理质量,1.0,1.0
二次专家复核,生物,Task B,HR_D6D13463ED1F967F,B02,fa6ec6de1ee1435a,事实准确性,5.0,5.0
二次专家复核,化学,Task A,HR_494A70834F25B0B7,C01,24573e91411cfd5c,事实准确性,2.0,2.0
二次专家复核,生物,Task A,HR_F3D84695FC3784D9,B01,7543f1509f98fbda,事实准确性,4.0,4.0
首轮专家复核,生物,Task B,HR_BECB4B9362C32EBF,Q29,b1009de31a0b3694,事实准确性,4.0,4.0
二次专家复核,大气科学,Task C,HR_1400B058CF118592,A06,8f5f521203b4de99,概念完整性,5.0,5.0
二次专家复核,地理,Task C,HR_2CACB0B25BE55AA7,G03,732ac33a5cec9603,事实准确性,3.0,3.0
首轮专家复核,物理,Task B,HR_928CC27A748A1794,Q23,b05dbe27c43bf346,概念完整性,3.0,3.0
二次专家复核,大气科学,Task A,HR_66DD77AA225084CB,A04,da4ef414c9aaf526,任务符合度,5.0,5.0
二次专家复核,生物,Task A,HR_F3D84695FC3784D9,B01,7543f1509f98fbda,误导风险,2.0,4.0
二次专家复核,大气科学,Task A,HR_66DD77AA225084CB,A01,7975f3179dd8732f,语言清晰度,5.0,5.0
首轮专家复核,物理,Task C,HR_02141DCD6E7B4D9E,Q38,2fb9429b39d30e3e,误导风险,1.0,5.0
二次专家复核,生物,Task C,HR_741A9644AB0DAEC9,B03,9df3800f06735a98,语言清晰度,5.0,5.0
首轮专家复核,化学,Task A,HR_041E044634F6C9E1,Q14,f4f9321846b25339,事实准确性,4.0,4.0
二次专家复核,物理,Task A,HR_4232FBD75B1103EF,P04,8620e3a0ad7609a8,误导风险,2.0,4.0
二次专家复核,化学,Task C,HR_56CDFEC2E2AA71F9,C06,1cf1d65c59a9dc1e,误导风险,3.0,3.0
二次专家复核,化学,Task C,HR_352D16E8D0E67D63,C03,d39e35505563bba8,事实准确性,4.0,4.0
二次专家复核,生物,Task A,HR_8A9FF2FBF1908FAE,B01,7543f1509f98fbda,事实准确性,1.0,1.0
二次专家复核,物理,Task A,HR_130CA718F7CD39EE,P04,8620e3a0ad7609a8,事实准确性,4.0,4.0
二次专家复核,物理,Task A,HR_B0F2BC85E5725830,P01,254b15015ba54f2f,概念完整性,3.0,3.0
二次专家复核,生物,Task A,HR_E26486DB4D0AF675,B01,7543f1509f98fbda,误解处理质量,5.0,5.0
二次专家复核,大气科学,Task A,HR_8F83700D26CC68E5,A01,7975f3179dd8732f,事实准确性,5.0,5.0
二次专家复核,生物,Task B,HR_ED0AA05C41D2BD02,B02,fa6ec6de1ee1435a,语言清晰度,5.0,5.0
二次专家复核,化学,Task C,HR_01FA5755D0707AE6,C06,1cf1d65c59a9dc1e,误导风险,1.0,5.0
二次专家复核,化学,Task A,HR_34C0D10351246024,C01,24573e91411cfd5c,概念完整性,4.0,4.0
二次专家复核,化学,Task C,HR_053A302B854396BA,C03,d39e35505563bba8,语言清晰度,5.0,5.0
二次专家复核,地理,Task B,HR_2AE5E3D4873378B4,G05,6e1e89984f9f102e,误解处理质量,4.0,4.0
二次专家复核,物理,Task A,HR_5F9B9E211EA076DF,P01,254b15015ba54f2f,事实准确性,5.0,5.0
二次专家复核,物理,Task C,HR_0266FC44A24670AB,P06,b4657033d66e96c8,误解处理质量,4.0,4.0
首轮专家复核,地理,Task B,HR_A764352C458492F0,Q27,f7971823487864ab,误解处理质量,5.0,5.0
首轮专家复核,地理,Task A,HR_A764352C458492F0,Q9,bc34e46bd7986678,概念完整性,4.0,4.0
二次专家复核,物理,Task B,HR_C81ABC3E5C858CCA,P05,c5fea29f75bd3a09,误解处理质量,4.0,4.0
二次专家复核,化学,Task B,HR_029C237FFD4CD0CF,C05,70ef57a52e80b477,任务符合度,5.0,5.0
二次专家复核,生物,Task A,HR_F3D84695FC3784D9,B04,73a2f603349a8c5e,任务符合度,3.0,3.0
首轮专家复核,生物,Task A,HR_BECB4B9362C32EBF,Q12,62d8893ccdb9ca08,误解处理质量,5.0,5.0
二次专家复核,生物,Task C,HR_F3D84695FC3784D9,B06,7d7bd627e3f4e8c4,误导风险,2.0,4.0
二次专家复核,物理,Task C,HR_E16D80C9A2A827A1,P03,62be08b587b9aa7f,概念完整性,2.0,2.0
首轮专家复核,化学,Task B,HR_041E044634F6C9E1,Q22,a56430daa2275999,误解处理质量,4.0,4.0
首轮专家复核,物理,Task C,HR_02141DCD6E7B4D9E,Q42,c28a118eea92aae4,事实准确性,5.0,5.0
二次专家复核,化学,Task C,HR_2E23273DA71667D6,C06,1cf1d65c59a9dc1e,误导风险,1.0,5.0
首轮专家复核,地理,Task A,HR_3F4E529E25BA8081,Q16,13e2552913d50dda,任务符合度,5.0,5.0
二次专家复核,物理,Task B,HR_4232FBD75B1103EF,P02,1cb01a4146939d4c,误导风险,3.0,3.0
二次专家复核,物理,Task A,HR_AEE7A19C908C42E7,P01,254b15015ba54f2f,任务符合度,5.0,5.0
首轮专家复核,化学,Task B,HR_041E044634F6C9E1,Q31,68a98541fac871f2,概念完整性,4.0,4.0
二次专家复核,物理,Task C,HR_B144CD2AC118086A,P06,b4657033d66e96c8,概念完整性,3.0,3.0
二次专家复核,物理,Task C,HR_2B5F4717CBE8F00D,P06,b4657033d66e96c8,误导风险,1.0,5.0
二次专家复核,生物,Task A,HR_ED0AA05C41D2BD02,B04,73a2f603349a8c5e,概念完整性,5.0,5.0
首轮专家复核,物理,Task C,HR_928CC27A748A1794,Q43,2d17e0a35d150885,概念完整性,5.0,5.0
二次专家复核,地理,Task A,HR_37118DFEC99D21C3,G01,b3626a547426ca50,误解处理质量,5.0,5.0
二次专家复核,地理,Task A,HR_47CA84C8BE58FCF9,G01,b3626a547426ca50,误解处理质量,3.0,3.0
二次专家复核,物理,Task B,HR_AEE7A19C908C42E7,P05,c5fea29f75bd3a09,事实准确性,5.0,5.0
首轮专家复核,地理,Task A,HR_3F4E529E25BA8081,Q10,c01b60c2c429d940,语言清晰度,5.0,5.0
二次专家复核,生物,Task A,HR_D6D13463ED1F967F,B04,73a2f603349a8c5e,误解处理质量,5.0,5.0
首轮专家复核,化学,Task C,HR_041E044634F6C9E1,Q34,faa446098c9bb43e,事实准确性,5.0,5.0
首轮专家复核,地理,Task A,HR_A764352C458492F0,Q8,fc77b371dbf0b4a7,任务符合度,3.0,3.0
二次专家复核,生物,Task C,HR_D6D13463ED1F967F,B06,7d7bd627e3f4e8c4,概念完整性,5.0,5.0
二次专家复核,物理,Task C,HR_AEE7A19C908C42E7,P03,62be08b587b9aa7f,语言清晰度,2.0,2.0
首轮专家复核,物理,Task A,HR_02141DCD6E7B4D9E,Q8,0aa25ee2c67b459f,语言清晰度,5.0,5.0
二次专家复核,大气科学,Task A,HR_776846B1E77D2DDA,A01,7975f3179dd8732f,语言清晰度,4.0,4.0
二次专家复核,物理,Task B,HR_0BC00D80C55A7DE9,P02,1cb01a4146939d4c,误解处理质量,4.0,4.0
二次专家复核,化学,Task C,HR_352D16E8D0E67D63,C06,1cf1d65c59a9dc1e,误解处理质量,4.0,4.0
二次专家复核,化学,Task B,HR_B911379D4F503DB9,C02,af557e1581ed2d03,事实准确性,5.0,5.0
首轮专家复核,物理,Task C,HR_02141DCD6E7B4D9E,Q37,7048c048d8838c2a,概念完整性,5.0,5.0
二次专家复核,化学,Task C,HR_56CDFEC2E2AA71F9,C03,d39e35505563bba8,语言清晰度,3.0,3.0
首轮专家复核,生物,Task B,HR_BECB4B9362C32EBF,Q29,b1009de31a0b3694,误解处理质量,5.0,5.0
首轮专家复核,地理,Task B,HR_3F4E529E25BA8081,Q23,5029c11f05bdec0c,任务符合度,5.0,5.0
二次专家复核,化学,Task C,HR_053A302B854396BA,C03,d39e35505563bba8,任务符合度,5.0,5.0
首轮专家复核,物理,Task C,HR_02141DCD6E7B4D9E,Q35,b96e6d79a14be3a4,事实准确性,5.0,5.0
首轮专家复核,生物,Task C,HR_BECB4B9362C32EBF,Q33,b2f4d5bf55b87280,事实准确性,5.0,5.0
首轮专家复核,物理,Task B,HR_02141DCD6E7B4D9E,Q20,ad8b35f20cb10412,概念完整性,5.0,5.0
二次专家复核,化学,Task A,HR_56CDFEC2E2AA71F9,C04,6c468bcaab749880,概念完整性,2.0,2.0
二次专家复核,地理,Task B,HR_727B0E20BD95891A,G05,6e1e89984f9f102e,概念完整性,2.0,2.0
首轮专家复核,物理,Task A,HR_928CC27A748A1794,Q13,b33b5498bccabc9e,误解处理质量,5.0,5.0
二次专家复核,物理,Task C,HR_B144CD2AC118086A,P03,62be08b587b9aa7f,概念完整性,4.0,4.0
二次专家复核,化学,Task A,HR_56CDFEC2E2AA71F9,C01,24573e91411cfd5c,误导风险,4.0,2.0
二次专家复核,大气科学,Task B,HR_411D737AD34D2847,A05,10d80a23a0b8f77e,语言清晰度,5.0,5.0
二次专家复核,化学,Task A,HR_C6D3149575AF3DE0,C01,24573e91411cfd5c,事实准确性,4.0,4.0
二次专家复核,化学,Task B,HR_BCF78C101D6FC95A,C02,af557e1581ed2d03,语言清晰度,2.0,2.0
二次专家复核,大气科学,Task C,HR_09B0AC9A8581951A,A06,8f5f521203b4de99,误导风险,1.0,5.0
二次专家复核,化学,Task C,HR_2E23273DA71667D6,C06,1cf1d65c59a9dc1e,概念完整性,4.0,4.0
二次专家复核,大气科学,Task B,HR_515DBF81A09F14FA,A02,baedf215b4625439,任务符合度,4.0,4.0
首轮专家复核,地理,Task B,HR_3F4E529E25BA8081,Q22,ae83fb34cc831853,误解处理质量,5.0,5.0
二次专家复核,地理,Task C,HR_C4E3B04784E16382,G06,9c55f3213fe7f5fc,误导风险,1.0,5.0
二次专家复核,化学,Task C,HR_8D4F95B964291AF8,C03,d39e35505563bba8,任务符合度,5.0,5.0
首轮专家复核,地理,Task B,HR_A764352C458492F0,Q30,9bdb4777851c6dcf,概念完整性,5.0,5.0
首轮专家复核,生物,Task B,HR_BECB4B9362C32EBF,Q27,0ffec9607a122f1d,误解处理质量,5.0,5.0
二次专家复核,地理,Task A,HR_85D8914811C4A620,G01,b3626a547426ca50,语言清晰度,5.0,5.0
首轮专家复核,地理,Task A,HR_3F4E529E25BA8081,Q8,fc77b371dbf0b4a7,概念完整性,5.0,5.0
二次专家复核,地理,Task C,HR_0D3E6B5AE28E8C8F,G03,732ac33a5cec9603,误导风险,2.0,4.0
二次专家复核,大气科学,Task A,HR_A999C5E1BDE54E1C,A04,da4ef414c9aaf526,语言清晰度,5.0,5.0
二次专家复核,大气科学,Task B,HR_09B0AC9A8581951A,A05,10d80a23a0b8f77e,误导风险,1.0,5.0
首轮专家复核,生物,Task C,HR_BECB4B9362C32EBF,Q34,3d093c54058c4981,语言清晰度,5.0,5.0
首轮专家复核,化学,Task C,HR_041E044634F6C9E1,Q34,faa446098c9bb43e,语言清晰度,4.0,4.0
二次专家复核,物理,Task B,HR_2B5F4717CBE8F00D,P05,c5fea29f75bd3a09,误导风险,3.0,3.0
二次专家复核,物理,Task B,HR_B144CD2AC118086A,P05,c5fea29f75bd3a09,事实准确性,2.0,2.0
二次专家复核,地理,Task A,HR_E0A21B1AAF06A5AD,G01,b3626a547426ca50,误导风险,5.0,1.0
首轮专家复核,生物,Task A,HR_BECB4B9362C32EBF,Q11,821481f889ed0f28,误导风险,2.0,4.0
二次专家复核,物理,Task C,HR_5F9B9E211EA076DF,P03,62be08b587b9aa7f,事实准确性,5.0,5.0
二次专家复核,大气科学,Task B,HR_8449F0D6C19D402E,A05,10d80a23a0b8f77e,语言清晰度,2.0,2.0
二次专家复核,地理,Task B,HR_E0A21B1AAF06A5AD,G02,ebb0a5a47da7657b,误导风险,5.0,1.0
首轮专家复核,物理,Task C,HR_928CC27A748A1794,Q44,f45174540db7d00b,误解处理质量,5.0,5.0
首轮专家复核,物理,Task C,HR_02141DCD6E7B4D9E,Q37,7048c048d8838c2a,语言清晰度,3.0,3.0
二次专家复核,地理,Task A,HR_37118DFEC99D21C3,G04,a6cac3885da5e7a9,事实准确性,5.0,5.0
首轮专家复核,化学,Task B,HR_041E044634F6C9E1,Q30,35966976c13e002f,事实准确性,4.0,4.0
二次专家复核,地理,Task B,HR_1CBCB2CF5B9CB378,G05,6e1e89984f9f102e,误导风险,2.0,4.0
二次专家复核,化学,Task C,HR_029C237FFD4CD0CF,C06,1cf1d65c59a9dc1e,任务符合度,5.0,5.0
二次专家复核,大气科学,Task B,HR_8F83700D26CC68E5,A02,baedf215b4625439,概念完整性,3.0,3.0
二次专家复核,物理,Task B,HR_78DB17AF389C01CE,P02,1cb01a4146939d4c,概念完整性,3.0,3.0
首轮专家复核,生物,Task A,HR_BECB4B9362C32EBF,Q7,8f7f338af4735d94,误导风险,1.0,5.0
二次专家复核,地理,Task B,HR_2AE5E3D4873378B4,G02,ebb0a5a47da7657b,语言清晰度,4.0,4.0
二次专家复核,化学,Task B,HR_C6D3149575AF3DE0,C02,af557e1581ed2d03,误导风险,3.0,3.0
首轮专家复核,物理,Task A,HR_928CC27A748A1794,Q16,d9d1f1c0b4a81515,任务符合度,1.0,1.0
首轮专家复核,化学,Task B,HR_041E044634F6C9E1,Q28,0b5340479f023f43,概念完整性,4.0,4.0
二次专家复核,生物,Task B,HR_0A444D3A5B290234,B02,fa6ec6de1ee1435a,误解处理质量,1.0,1.0
二次专家复核,物理,Task A,HR_F923F179F34B1C7B,P04,8620e3a0ad7609a8,误解处理质量,1.0,1.0
首轮专家复核,地理,Task A,HR_3F4E529E25BA8081,Q14,daa99e899ffd0a05,误导风险,1.0,5.0
首轮专家复核,化学,Task A,HR_041E044634F6C9E1,Q10,6e9a14a3612405b5,概念完整性,4.0,4.0
二次专家复核,生物,Task A,HR_8A9FF2FBF1908FAE,B01,7543f1509f98fbda,语言清晰度,2.0,2.0
二次专家复核,化学,Task A,HR_805E6792721083AD,C04,6c468bcaab749880,事实准确性,3.0,3.0
首轮专家复核,化学,Task B,HR_041E044634F6C9E1,Q23,4cb45f752ec54a23,语言清晰度,4.0,4.0
首轮专家复核,地理,Task C,HR_3F4E529E25BA8081,Q42,489943812e53de3e,任务符合度,5.0,5.0
二次专家复核,化学,Task A,HR_029C237FFD4CD0CF,C01,24573e91411cfd5c,语言清晰度,4.0,4.0
首轮专家复核,物理,Task C,HR_02141DCD6E7B4D9E,Q34,7293a2177ae7127f,误导风险,1.0,5.0
二次专家复核,化学,Task C,HR_B911379D4F503DB9,C06,1cf1d65c59a9dc1e,语言清晰度,5.0,5.0
二次专家复核,地理,Task A,HR_727B0E20BD95891A,G04,a6cac3885da5e7a9,任务符合度,4.0,4.0
二次专家复核,化学,Task C,HR_053A302B854396BA,C03,d39e35505563bba8,误导风险,1.0,5.0
二次专家复核,物理,Task C,HR_5F9B9E211EA076DF,P06,b4657033d66e96c8,任务符合度,5.0,5.0
二次专家复核,化学,Task A,HR_AF9609ABC1167E6C,C01,24573e91411cfd5c,误导风险,1.0,5.0
二次专家复核,物理,Task A,HR_02D8AECDFCDA29D3,P04,8620e3a0ad7609a8,事实准确性,5.0,5.0
二次专家复核,物理,Task A,HR_5F9B9E211EA076DF,P04,8620e3a0ad7609a8,误导风险,1.0,5.0
首轮专家复核,生物,Task C,HR_BECB4B9362C32EBF,Q39,aa3ba19608e76690,语言清晰度,5.0,5.0
首轮专家复核,地理,Task A,HR_3F4E529E25BA8081,Q17,e7b55c1efa3fedde,语言清晰度,5.0,5.0
首轮专家复核,物理,Task C,HR_02141DCD6E7B4D9E,Q34,7293a2177ae7127f,任务符合度,5.0,5.0
首轮专家复核,地理,Task C,HR_A764352C458492F0,Q44,9c2a4da741399a54,误解处理质量,5.0,5.0
二次专家复核,地理,Task C,HR_37118DFEC99D21C3,G03,732ac33a5cec9603,误解处理质量,3.0,3.0
二次专家复核,化学,Task B,HR_BCF78C101D6FC95A,C02,af557e1581ed2d03,误解处理质量,2.0,2.0
首轮专家复核,化学,Task A,HR_041E044634F6C9E1,Q18,076987482c6220ca,事实准确性,5.0,5.0
首轮专家复核,化学,Task B,HR_041E044634F6C9E1,Q29,dfa155c7f49d2e9b,误导风险,1.0,5.0
二次专家复核,大气科学,Task B,HR_776846B1E77D2DDA,A02,baedf215b4625439,任务符合度,5.0,5.0
二次专家复核,化学,Task C,HR_352D16E8D0E67D63,C06,1cf1d65c59a9dc1e,任务符合度,5.0,5.0
二次专家复核,化学,Task A,HR_BCF78C101D6FC95A,C01,24573e91411cfd5c,语言清晰度,2.0,2.0
二次专家复核,物理,Task C,HR_F82FBEC24357C9C4,P03,62be08b587b9aa7f,概念完整性,5.0,5.0
二次专家复核,生物,Task C,HR_8A9FF2FBF1908FAE,B06,7d7bd627e3f4e8c4,概念完整性,5.0,5.0
首轮专家复核,地理,Task B,HR_3F4E529E25BA8081,Q25,cc0f519cc1971a9a,误解处理质量,5.0,5.0
二次专家复核,物理,Task A,HR_2B5F4717CBE8F00D,P01,254b15015ba54f2f,误解处理质量,1.0,1.0
首轮专家复核,生物,Task C,HR_BECB4B9362C32EBF,Q41,a2fefa9dd143783e,误解处理质量,5.0,5.0
二次专家复核,地理,Task A,HR_E0A21B1AAF06A5AD,G04,a6cac3885da5e7a9,事实准确性,3.0,3.0
二次专家复核,化学,Task B,HR_BCF78C101D6FC95A,C05,70ef57a52e80b477,误导风险,4.0,2.0
首轮专家复核,地理,Task A,HR_3F4E529E25BA8081,Q18,7a6222b3d3e49d93,任务符合度,5.0,5.0
二次专家复核,生物,Task A,HR_B368FA36ECFF5098,B04,73a2f603349a8c5e,事实准确性,5.0,5.0
二次专家复核,化学,Task A,HR_2E23273DA71667D6,C01,24573e91411cfd5c,概念完整性,3.0,3.0
二次专家复核,物理,Task B,HR_E16D80C9A2A827A1,P05,c5fea29f75bd3a09,事实准确性,5.0,5.0
二次专家复核,化学,Task C,HR_029C237FFD4CD0CF,C03,d39e35505563bba8,概念完整性,4.0,4.0
二次专家复核,化学,Task A,HR_352D16E8D0E67D63,C04,6c468bcaab749880,语言清晰度,5.0,5.0
首轮专家复核,生物,Task B,HR_BECB4B9362C32EBF,Q30,d76afb4a9e4740d6,任务符合度,5.0,5.0
二次专家复核,地理,Task B,HR_915A84013999F677,G05,6e1e89984f9f102e,误解处理质量,3.0,3.0
二次专家复核,物理,Task A,HR_0DEF199CF606647F,P04,8620e3a0ad7609a8,误解处理质量,4.0,4.0
首轮专家复核,物理,Task B,HR_928CC27A748A1794,Q30,a0606d716a2ae522,误解处理质量,4.0,4.0
二次专家复核,物理,Task A,HR_F923F179F34B1C7B,P01,254b15015ba54f2f,事实准确性,1.0,1.0
首轮专家复核,地理,Task C,HR_A764352C458492F0,Q36,9c8e8425387be3aa,任务符合度,5.0,5.0
二次专家复核,化学,Task B,HR_494A70834F25B0B7,C02,af557e1581ed2d03,误导风险,1.0,5.0
首轮专家复核,生物,Task B,HR_BECB4B9362C32EBF,Q25,a0727a0c3c6daebf,任务符合度,5.0,5.0
二次专家复核,化学,Task B,HR_0AEC51733B48CE81,C05,70ef57a52e80b477,事实准确性,4.0,4.0
二次专家复核,地理,Task B,HR_37118DFEC99D21C3,G02,ebb0a5a47da7657b,误导风险,2.0,4.0
二次专家复核,生物,Task A,HR_DBDCEDCBCCA0B9F0,B01,7543f1509f98fbda,任务符合度,5.0,5.0
首轮专家复核,物理,Task A,HR_02141DCD6E7B4D9E,Q17,43fbb689d5c38316,语言清晰度,3.0,3.0
二次专家复核,物理,Task C,HR_02D8AECDFCDA29D3,P03,62be08b587b9aa7f,任务符合度,1.0,1.0
首轮专家复核,生物,Task B,HR_BECB4B9362C32EBF,Q30,d76afb4a9e4740d6,误解处理质量,5.0,5.0
首轮专家复核,地理,Task A,HR_3F4E529E25BA8081,Q10,c01b60c2c429d940,误导风险,1.0,5.0
首轮专家复核,地理,Task C,HR_A764352C458492F0,Q41,4be33a6cd62ab5b4,误导风险,1.0,5.0
首轮专家复核,生物,Task A,HR_BECB4B9362C32EBF,Q10,f6a6c24d7c17c8f8,任务符合度,4.0,4.0
二次专家复核,生物,Task B,HR_ED0AA05C41D2BD02,B05,dfea3893eacd240f,误解处理质量,4.0,4.0
首轮专家复核,物理,Task C,HR_928CC27A748A1794,Q37,7048c048d8838c2a,误解处理质量,4.0,4.0
首轮专家复核,生物,Task A,HR_BECB4B9362C32EBF,Q9,ba97b5721f5eda3f,语言清晰度,4.0,4.0
二次专家复核,物理,Task C,HR_7FE24CE58B2F75A4,P03,62be08b587b9aa7f,误导风险,5.0,1.0
二次专家复核,大气科学,Task C,HR_66DD77AA225084CB,A06,8f5f521203b4de99,语言清晰度,5.0,5.0
二次专家复核,化学,Task A,HR_520A0086E9EC0467,C01,24573e91411cfd5c,误导风险,2.0,4.0
首轮专家复核,地理,Task B,HR_A764352C458492F0,Q24,11f23069470369f4,语言清晰度,5.0,5.0
二次专家复核,生物,Task B,HR_B368FA36ECFF5098,B05,dfea3893eacd240f,概念完整性,2.0,2.0
首轮专家复核,化学,Task C,HR_041E044634F6C9E1,Q33,076a6f0a26d0a64a,误解处理质量,4.0,4.0
二次专家复核,生物,Task C,HR_8A9FF2FBF1908FAE,B06,7d7bd627e3f4e8c4,事实准确性,5.0,5.0
首轮专家复核,生物,Task C,HR_BECB4B9362C32EBF,Q44,0f1aeeb51ed06aa9,语言清晰度,5.0,5.0
首轮专家复核,地理,Task C,HR_A764352C458492F0,Q36,9c8e8425387be3aa,误导风险,1.0,5.0
二次专家复核,地理,Task C,HR_0D3E6B5AE28E8C8F,G06,9c55f3213fe7f5fc,误解处理质量,3.0,3.0
二次专家复核,生物,Task A,HR_741A9644AB0DAEC9,B04,73a2f603349a8c5e,事实准确性,5.0,5.0
二次专家复核,物理,Task C,HR_E16D80C9A2A827A1,P06,b4657033d66e96c8,事实准确性,5.0,5.0
首轮专家复核,化学,Task C,HR_041E044634F6C9E1,Q42,155ceb83b8a5e18e,误导风险,1.0,5.0
二次专家复核,物理,Task C,HR_4232FBD75B1103EF,P06,b4657033d66e96c8,误解处理质量,2.0,2.0
首轮专家复核,物理,Task B,HR_928CC27A748A1794,Q24,5e15ad31cf4c6317,误解处理质量,4.0,4.0
二次专家复核,生物,Task A,HR_4EAFA1A80086494B,B01,7543f1509f98fbda,事实准确性,2.0,2.0
二次专家复核,化学,Task C,HR_01FA5755D0707AE6,C03,d39e35505563bba8,语言清晰度,2.0,2.0
二次专家复核,大气科学,Task C,HR_8449F0D6C19D402E,A03,08989cd66eae1f3b,概念完整性,4.0,4.0
首轮专家复核,地理,Task A,HR_A764352C458492F0,Q8,fc77b371dbf0b4a7,概念完整性,4.0,4.0
二次专家复核,化学,Task C,HR_E5C7FF5DA802C143,C03,d39e35505563bba8,误导风险,1.0,5.0
二次专家复核,化学,Task C,HR_B911379D4F503DB9,C03,d39e35505563bba8,任务符合度,4.0,4.0
二次专家复核,地理,Task A,HR_5808A7BBCC9B4BAB,G01,b3626a547426ca50,事实准确性,5.0,5.0
二次专家复核,化学,Task A,HR_0AEC51733B48CE81,C04,6c468bcaab749880,任务符合度,5.0,5.0
二次专家复核,物理,Task B,HR_E16D80C9A2A827A1,P02,1cb01a4146939d4c,概念完整性,2.0,2.0
二次专家复核,地理,Task A,HR_2CACB0B25BE55AA7,G01,b3626a547426ca50,语言清晰度,5.0,5.0
二次专家复核,物理,Task A,HR_AEE7A19C908C42E7,P04,8620e3a0ad7609a8,事实准确性,5.0,5.0
