stimulus_signature_sha256,dimension,api_score,api_score_raw,n_api_ratings,n_source_uids,n_judges,min_uid_judge_coverage,max_uid_judge_coverage,source_uids,generators,aggregation,risk_direction
4d168e61220a8c4db4c8b714dec81ca136a6a9dc0580cb8dc87b21c3af724eda,mq,3.6666666666666665,3.6666666666666665,9,1,9,9,9,千问_A_C07,Alibaba Qwen,mean,aligned_high_is_good
4d168e61220a8c4db4c8b714dec81ca136a6a9dc0580cb8dc87b21c3af724eda,risk,3.7777777777777777,2.2222222222222223,9,1,9,9,9,千问_A_C07,Alibaba Qwen,mean,aligned_high_is_good
4d168e61220a8c4db4c8b714dec81ca136a6a9dc0580cb8dc87b21c3af724eda,tf,4.222222222222222,4.222222222222222,9,1,9,9,9,千问_A_C07,Alibaba Qwen,mean,aligned_high_is_good
4d4aaf6e60da0defc7f30b5438dada1cbf6551502043d525a2f6aeb3788a0ffd,cc,3.3333333333333335,3.3333333333333335,9,1,9,9,9,DEEPSEEK_A_C13,DeepSeek,mean,aligned_high_is_good
4d4aaf6e60da0defc7f30b5438dada1cbf6551502043d525a2f6aeb3788a0ffd,fa,4.222222222222222,4.222222222222222,9,1,9,9,9,DEEPSEEK_A_C13,DeepSeek,mean,aligned_high_is_good
4d4aaf6e60da0defc7f30b5438dada1cbf6551502043d525a2f6aeb3788a0ffd,lc,4.777777777777778,4.777777777777778,9,1,9,9,9,DEEPSEEK_A_C13,DeepSeek,mean,aligned_high_is_good
4d4aaf6e60da0defc7f30b5438dada1cbf6551502043d525a2f6aeb3788a0ffd,mq,4.222222222222222,4.222222222222222,9,1,9,9,9,DEEPSEEK_A_C13,DeepSeek,mean,aligned_high_is_good
4d4aaf6e60da0defc7f30b5438dada1cbf6551502043d525a2f6aeb3788a0ffd,risk,4.222222222222222,1.7777777777777777,9,1,9,9,9,DEEPSEEK_A_C13,DeepSeek,mean,aligned_high_is_good
4d4aaf6e60da0defc7f30b5438dada1cbf6551502043d525a2f6aeb3788a0ffd,tf,4.555555555555555,4.555555555555555,9,1,9,9,9,DEEPSEEK_A_C13,DeepSeek,mean,aligned_high_is_good
4d57fce179ab6755ef57f0e3ef9a584c5782aac8b29e43bd27c201477bffdc57,cc,3.0,3.0,9,1,9,9,9,mimo_C_C29,Mimo,mean,aligned_high_is_good
4d57fce179ab6755ef57f0e3ef9a584c5782aac8b29e43bd27c201477bffdc57,fa,4.0,4.0,9,1,9,9,9,mimo_C_C29,Mimo,mean,aligned_high_is_good
4d57fce179ab6755ef57f0e3ef9a584c5782aac8b29e43bd27c201477bffdc57,lc,4.777777777777778,4.777777777777778,9,1,9,9,9,mimo_C_C29,Mimo,mean,aligned_high_is_good
4d57fce179ab6755ef57f0e3ef9a584c5782aac8b29e43bd27c201477bffdc57,mq,4.0,4.0,9,1,9,9,9,mimo_C_C29,Mimo,mean,aligned_high_is_good
4d57fce179ab6755ef57f0e3ef9a584c5782aac8b29e43bd27c201477bffdc57,risk,4.444444444444445,1.5555555555555556,9,1,9,9,9,mimo_C_C29,Mimo,mean,aligned_high_is_good
4d57fce179ab6755ef57f0e3ef9a584c5782aac8b29e43bd27c201477bffdc57,tf,4.888888888888889,4.888888888888889,9,1,9,9,9,mimo_C_C29,Mimo,mean,aligned_high_is_good
4dae5110eb20091701d6e1a4c010fa329def1dcebf77ba093eac067713642e06,cc,2.888888888888889,2.888888888888889,9,1,9,9,9,Gemini_B_C10,Google Gemini,mean,aligned_high_is_good
4dae5110eb20091701d6e1a4c010fa329def1dcebf77ba093eac067713642e06,fa,4.0,4.0,9,1,9,9,9,Gemini_B_C10,Google Gemini,mean,aligned_high_is_good
4dae5110eb20091701d6e1a4c010fa329def1dcebf77ba093eac067713642e06,lc,4.222222222222222,4.222222222222222,9,1,9,9,9,Gemini_B_C10,Google Gemini,mean,aligned_high_is_good
4dae5110eb20091701d6e1a4c010fa329def1dcebf77ba093eac067713642e06,mq,3.4444444444444446,3.4444444444444446,9,1,9,9,9,Gemini_B_C10,Google Gemini,mean,aligned_high_is_good
4dae5110eb20091701d6e1a4c010fa329def1dcebf77ba093eac067713642e06,risk,3.888888888888889,2.111111111111111,9,1,9,9,9,Gemini_B_C10,Google Gemini,mean,aligned_high_is_good
4dae5110eb20091701d6e1a4c010fa329def1dcebf77ba093eac067713642e06,tf,3.7777777777777777,3.7777777777777777,9,1,9,9,9,Gemini_B_C10,Google Gemini,mean,aligned_high_is_good
4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,cc,4.222222222222222,4.222222222222222,9,1,9,9,9,Gemini_A_C12,Google Gemini,mean,aligned_high_is_good
4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,fa,4.777777777777778,4.777777777777778,9,1,9,9,9,Gemini_A_C12,Google Gemini,mean,aligned_high_is_good
4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,lc,4.777777777777778,4.777777777777778,9,1,9,9,9,Gemini_A_C12,Google Gemini,mean,aligned_high_is_good
4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,mq,4.777777777777778,4.777777777777778,9,1,9,9,9,Gemini_A_C12,Google Gemini,mean,aligned_high_is_good
4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,risk,4.888888888888889,1.1111111111111112,9,1,9,9,9,Gemini_A_C12,Google Gemini,mean,aligned_high_is_good
4df4f7a905ace2fc948090709881f5c5533cb962d7b2dc205f18c36034220490,tf,4.888888888888889,4.888888888888889,9,1,9,9,9,Gemini_A_C12,Google Gemini,mean,aligned_high_is_good
4e084b3471cccfff4a7bde3eb86ccc5c423cded10f65939dd49693afb2544641,cc,2.6666666666666665,2.6666666666666665,9,1,9,9,9,GLM_B_C03,Zhipu GLM,mean,aligned_high_is_good
4e084b3471cccfff4a7bde3eb86ccc5c423cded10f65939dd49693afb2544641,fa,3.888888888888889,3.888888888888889,9,1,9,9,9,GLM_B_C03,Zhipu GLM,mean,aligned_high_is_good
4e084b3471cccfff4a7bde3eb86ccc5c423cded10f65939dd49693afb2544641,lc,4.333333333333333,4.333333333333333,9,1,9,9,9,GLM_B_C03,Zhipu GLM,mean,aligned_high_is_good
4e084b3471cccfff4a7bde3eb86ccc5c423cded10f65939dd49693afb2544641,mq,3.2222222222222223,3.2222222222222223,9,1,9,9,9,GLM_B_C03,Zhipu GLM,mean,aligned_high_is_good
4e084b3471cccfff4a7bde3eb86ccc5c423cded10f65939dd49693afb2544641,risk,3.7777777777777777,2.2222222222222223,9,1,9,9,9,GLM_B_C03,Zhipu GLM,mean,aligned_high_is_good
4e084b3471cccfff4a7bde3eb86ccc5c423cded10f65939dd49693afb2544641,tf,3.888888888888889,3.888888888888889,9,1,9,9,9,GLM_B_C03,Zhipu GLM,mean,aligned_high_is_good
4e518135cdfe2a13589fcce4c344a3482efe800ac7ab22c2796f763891627ac9,cc,3.4444444444444446,3.4444444444444446,9,1,9,9,9,千问_A_C03,Alibaba Qwen,mean,aligned_high_is_good
4e518135cdfe2a13589fcce4c344a3482efe800ac7ab22c2796f763891627ac9,fa,4.333333333333333,4.333333333333333,9,1,9,9,9,千问_A_C03,Alibaba Qwen,mean,aligned_high_is_good
4e518135cdfe2a13589fcce4c344a3482efe800ac7ab22c2796f763891627ac9,lc,4.777777777777778,4.777777777777778,9,1,9,9,9,千问_A_C03,Alibaba Qwen,mean,aligned_high_is_good
4e518135cdfe2a13589fcce4c344a3482efe800ac7ab22c2796f763891627ac9,mq,4.444444444444445,4.444444444444445,9,1,9,9,9,千问_A_C03,Alibaba Qwen,mean,aligned_high_is_good
4e518135cdfe2a13589fcce4c344a3482efe800ac7ab22c2796f763891627ac9,risk,4.555555555555555,1.4444444444444444,9,1,9,9,9,千问_A_C03,Alibaba Qwen,mean,aligned_high_is_good
4e518135cdfe2a13589fcce4c344a3482efe800ac7ab22c2796f763891627ac9,tf,4.444444444444445,4.444444444444445,9,1,9,9,9,千问_A_C03,Alibaba Qwen,mean,aligned_high_is_good
4e7e4eb0b717b0aae42317d1120e890353428de130de97d6bef401279f149da5,cc,3.111111111111111,3.111111111111111,9,1,9,9,9,KIMI_A_C13,Moonshot Kimi,mean,aligned_high_is_good
4e7e4eb0b717b0aae42317d1120e890353428de130de97d6bef401279f149da5,fa,4.111111111111111,4.111111111111111,9,1,9,9,9,KIMI_A_C13,Moonshot Kimi,mean,aligned_high_is_good
4e7e4eb0b717b0aae42317d1120e890353428de130de97d6bef401279f149da5,lc,4.777777777777778,4.777777777777778,9,1,9,9,9,KIMI_A_C13,Moonshot Kimi,mean,aligned_high_is_good
4e7e4eb0b717b0aae42317d1120e890353428de130de97d6bef401279f149da5,mq,4.222222222222222,4.222222222222222,9,1,9,9,9,KIMI_A_C13,Moonshot Kimi,mean,aligned_high_is_good
4e7e4eb0b717b0aae42317d1120e890353428de130de97d6bef401279f149da5,risk,4.333333333333333,1.6666666666666667,9,1,9,9,9,KIMI_A_C13,Moonshot Kimi,mean,aligned_high_is_good
4e7e4eb0b717b0aae42317d1120e890353428de130de97d6bef401279f149da5,tf,4.555555555555555,4.555555555555555,9,1,9,9,9,KIMI_A_C13,Moonshot Kimi,mean,aligned_high_is_good
500eecc3241331f729e31d777fb29ad8451661fd85dbe74d8fb084fd2ee0bbdb,cc,3.2222222222222223,3.2222222222222223,9,1,9,9,9,GLM_C_C11,Zhipu GLM,mean,aligned_high_is_good
500eecc3241331f729e31d777fb29ad8451661fd85dbe74d8fb084fd2ee0bbdb,fa,4.666666666666667,4.666666666666667,9,1,9,9,9,GLM_C_C11,Zhipu GLM,mean,aligned_high_is_good
500eecc3241331f729e31d777fb29ad8451661fd85dbe74d8fb084fd2ee0bbdb,lc,4.555555555555555,4.555555555555555,9,1,9,9,9,GLM_C_C11,Zhipu GLM,mean,aligned_high_is_good
500eecc3241331f729e31d777fb29ad8451661fd85dbe74d8fb084fd2ee0bbdb,mq,3.7777777777777777,3.7777777777777777,9,1,9,9,9,GLM_C_C11,Zhipu GLM,mean,aligned_high_is_good
500eecc3241331f729e31d777fb29ad8451661fd85dbe74d8fb084fd2ee0bbdb,risk,4.444444444444445,1.5555555555555556,9,1,9,9,9,GLM_C_C11,Zhipu GLM,mean,aligned_high_is_good
500eecc3241331f729e31d777fb29ad8451661fd85dbe74d8fb084fd2ee0bbdb,tf,4.777777777777778,4.777777777777778,9,1,9,9,9,GLM_C_C11,Zhipu GLM,mean,aligned_high_is_good
5035e69202956fd9a1520b7c8582d73c719750c158ccc7c9252ea267199a3dc7,cc,2.888888888888889,2.888888888888889,9,1,9,9,9,GLM_B_C18,Zhipu GLM,mean,aligned_high_is_good
5035e69202956fd9a1520b7c8582d73c719750c158ccc7c9252ea267199a3dc7,fa,4.555555555555555,4.555555555555555,9,1,9,9,9,GLM_B_C18,Zhipu GLM,mean,aligned_high_is_good
5035e69202956fd9a1520b7c8582d73c719750c158ccc7c9252ea267199a3dc7,lc,4.888888888888889,4.888888888888889,9,1,9,9,9,GLM_B_C18,Zhipu GLM,mean,aligned_high_is_good
5035e69202956fd9a1520b7c8582d73c719750c158ccc7c9252ea267199a3dc7,mq,4.555555555555555,4.555555555555555,9,1,9,9,9,GLM_B_C18,Zhipu GLM,mean,aligned_high_is_good
5035e69202956fd9a1520b7c8582d73c719750c158ccc7c9252ea267199a3dc7,risk,4.444444444444445,1.5555555555555556,9,1,9,9,9,GLM_B_C18,Zhipu GLM,mean,aligned_high_is_good
5035e69202956fd9a1520b7c8582d73c719750c158ccc7c9252ea267199a3dc7,tf,4.555555555555555,4.555555555555555,9,1,9,9,9,GLM_B_C18,Zhipu GLM,mean,aligned_high_is_good
50699d28120837b8f49c1ece902011421c83dd84533847733624eeccb8cbc42b,cc,2.5555555555555554,2.5555555555555554,9,1,9,9,9,DEEPSEEK_A_C04,DeepSeek,mean,aligned_high_is_good
50699d28120837b8f49c1ece902011421c83dd84533847733624eeccb8cbc42b,fa,3.888888888888889,3.888888888888889,9,1,9,9,9,DEEPSEEK_A_C04,DeepSeek,mean,aligned_high_is_good
50699d28120837b8f49c1ece902011421c83dd84533847733624eeccb8cbc42b,lc,4.666666666666667,4.666666666666667,9,1,9,9,9,DEEPSEEK_A_C04,DeepSeek,mean,aligned_high_is_good
50699d28120837b8f49c1ece902011421c83dd84533847733624eeccb8cbc42b,mq,4.111111111111111,4.111111111111111,9,1,9,9,9,DEEPSEEK_A_C04,DeepSeek,mean,aligned_high_is_good
50699d28120837b8f49c1ece902011421c83dd84533847733624eeccb8cbc42b,risk,4.0,2.0,9,1,9,9,9,DEEPSEEK_A_C04,DeepSeek,mean,aligned_high_is_good
50699d28120837b8f49c1ece902011421c83dd84533847733624eeccb8cbc42b,tf,4.0,4.0,9,1,9,9,9,DEEPSEEK_A_C04,DeepSeek,mean,aligned_high_is_good
50c0ff96e55f0907fdd3b0073ee0be355c3ba1f1299d23b9170d27c0968045fe,cc,3.2222222222222223,3.2222222222222223,9,1,9,9,9,mimo_C_C14,Mimo,mean,aligned_high_is_good
50c0ff96e55f0907fdd3b0073ee0be355c3ba1f1299d23b9170d27c0968045fe,fa,4.666666666666667,4.666666666666667,9,1,9,9,9,mimo_C_C14,Mimo,mean,aligned_high_is_good
50c0ff96e55f0907fdd3b0073ee0be355c3ba1f1299d23b9170d27c0968045fe,lc,4.777777777777778,4.777777777777778,9,1,9,9,9,mimo_C_C14,Mimo,mean,aligned_high_is_good
50c0ff96e55f0907fdd3b0073ee0be355c3ba1f1299d23b9170d27c0968045fe,mq,4.222222222222222,4.222222222222222,9,1,9,9,9,mimo_C_C14,Mimo,mean,aligned_high_is_good
50c0ff96e55f0907fdd3b0073ee0be355c3ba1f1299d23b9170d27c0968045fe,risk,4.555555555555555,1.4444444444444444,9,1,9,9,9,mimo_C_C14,Mimo,mean,aligned_high_is_good
50c0ff96e55f0907fdd3b0073ee0be355c3ba1f1299d23b9170d27c0968045fe,tf,4.777777777777778,4.777777777777778,9,1,9,9,9,mimo_C_C14,Mimo,mean,aligned_high_is_good
5218c0db3d665ad87844c5b26a55dbc44a2d1e5fc9ab59aa94d02cad8beae097,cc,2.6666666666666665,2.6666666666666665,9,1,9,9,9,豆包_C_C04,ByteDance Doubao,mean,aligned_high_is_good
5218c0db3d665ad87844c5b26a55dbc44a2d1e5fc9ab59aa94d02cad8beae097,fa,4.222222222222222,4.222222222222222,9,1,9,9,9,豆包_C_C04,ByteDance Doubao,mean,aligned_high_is_good
5218c0db3d665ad87844c5b26a55dbc44a2d1e5fc9ab59aa94d02cad8beae097,lc,4.777777777777778,4.777777777777778,9,1,9,9,9,豆包_C_C04,ByteDance Doubao,mean,aligned_high_is_good
5218c0db3d665ad87844c5b26a55dbc44a2d1e5fc9ab59aa94d02cad8beae097,mq,2.7777777777777777,2.7777777777777777,9,1,9,9,9,豆包_C_C04,ByteDance Doubao,mean,aligned_high_is_good
5218c0db3d665ad87844c5b26a55dbc44a2d1e5fc9ab59aa94d02cad8beae097,risk,4.111111111111111,1.8888888888888888,9,1,9,9,9,豆包_C_C04,ByteDance Doubao,mean,aligned_high_is_good
5218c0db3d665ad87844c5b26a55dbc44a2d1e5fc9ab59aa94d02cad8beae097,tf,4.777777777777778,4.777777777777778,9,1,9,9,9,豆包_C_C04,ByteDance Doubao,mean,aligned_high_is_good
5227081693462f572175433a02525a647d8a38deb72ad65478ba5b8cf6a04f2d,cc,2.888888888888889,2.888888888888889,9,1,9,9,9,千问_C_C13,Alibaba Qwen,mean,aligned_high_is_good
5227081693462f572175433a02525a647d8a38deb72ad65478ba5b8cf6a04f2d,fa,3.888888888888889,3.888888888888889,9,1,9,9,9,千问_C_C13,Alibaba Qwen,mean,aligned_high_is_good
5227081693462f572175433a02525a647d8a38deb72ad65478ba5b8cf6a04f2d,lc,4.555555555555555,4.555555555555555,9,1,9,9,9,千问_C_C13,Alibaba Qwen,mean,aligned_high_is_good
5227081693462f572175433a02525a647d8a38deb72ad65478ba5b8cf6a04f2d,mq,4.111111111111111,4.111111111111111,9,1,9,9,9,千问_C_C13,Alibaba Qwen,mean,aligned_high_is_good
5227081693462f572175433a02525a647d8a38deb72ad65478ba5b8cf6a04f2d,risk,3.888888888888889,2.111111111111111,9,1,9,9,9,千问_C_C13,Alibaba Qwen,mean,aligned_high_is_good
5227081693462f572175433a02525a647d8a38deb72ad65478ba5b8cf6a04f2d,tf,4.666666666666667,4.666666666666667,9,1,9,9,9,千问_C_C13,Alibaba Qwen,mean,aligned_high_is_good
526a54a70f1c0cfb33764deb6d2e0f7e1bf818d3b983392bea0bc044fdfff479,cc,3.2222222222222223,3.2222222222222223,9,1,9,9,9,千问_C_C10,Alibaba Qwen,mean,aligned_high_is_good
526a54a70f1c0cfb33764deb6d2e0f7e1bf818d3b983392bea0bc044fdfff479,fa,4.777777777777778,4.777777777777778,9,1,9,9,9,千问_C_C10,Alibaba Qwen,mean,aligned_high_is_good
526a54a70f1c0cfb33764deb6d2e0f7e1bf818d3b983392bea0bc044fdfff479,lc,4.777777777777778,4.777777777777778,9,1,9,9,9,千问_C_C10,Alibaba Qwen,mean,aligned_high_is_good
526a54a70f1c0cfb33764deb6d2e0f7e1bf818d3b983392bea0bc044fdfff479,mq,3.6666666666666665,3.6666666666666665,9,1,9,9,9,千问_C_C10,Alibaba Qwen,mean,aligned_high_is_good
526a54a70f1c0cfb33764deb6d2e0f7e1bf818d3b983392bea0bc044fdfff479,risk,4.555555555555555,1.4444444444444444,9,1,9,9,9,千问_C_C10,Alibaba Qwen,mean,aligned_high_is_good
526a54a70f1c0cfb33764deb6d2e0f7e1bf818d3b983392bea0bc044fdfff479,tf,4.777777777777778,4.777777777777778,9,1,9,9,9,千问_C_C10,Alibaba Qwen,mean,aligned_high_is_good
528f02662e524705886a395b26d5437ce4c269226afbd5f86654ab2dc3c7639c,cc,2.0,2.0,9,1,9,9,9,千问_A_C28,Alibaba Qwen,mean,aligned_high_is_good
528f02662e524705886a395b26d5437ce4c269226afbd5f86654ab2dc3c7639c,fa,3.2222222222222223,3.2222222222222223,9,1,9,9,9,千问_A_C28,Alibaba Qwen,mean,aligned_high_is_good
528f02662e524705886a395b26d5437ce4c269226afbd5f86654ab2dc3c7639c,lc,4.111111111111111,4.111111111111111,9,1,9,9,9,千问_A_C28,Alibaba Qwen,mean,aligned_high_is_good
528f02662e524705886a395b26d5437ce4c269226afbd5f86654ab2dc3c7639c,mq,2.6666666666666665,2.6666666666666665,9,1,9,9,9,千问_A_C28,Alibaba Qwen,mean,aligned_high_is_good
528f02662e524705886a395b26d5437ce4c269226afbd5f86654ab2dc3c7639c,risk,3.2222222222222223,2.7777777777777777,9,1,9,9,9,千问_A_C28,Alibaba Qwen,mean,aligned_high_is_good
528f02662e524705886a395b26d5437ce4c269226afbd5f86654ab2dc3c7639c,tf,3.2222222222222223,3.2222222222222223,9,1,9,9,9,千问_A_C28,Alibaba Qwen,mean,aligned_high_is_good
529adba532efb179b0becad326299b5fe95f40548a2f740127e4e1e70d1bb830,cc,3.2222222222222223,3.2222222222222223,9,1,9,9,9,claude_A_C28,Anthropic Claude,mean,aligned_high_is_good
529adba532efb179b0becad326299b5fe95f40548a2f740127e4e1e70d1bb830,fa,4.666666666666667,4.666666666666667,9,1,9,9,9,claude_A_C28,Anthropic Claude,mean,aligned_high_is_good
529adba532efb179b0becad326299b5fe95f40548a2f740127e4e1e70d1bb830,lc,4.888888888888889,4.888888888888889,9,1,9,9,9,claude_A_C28,Anthropic Claude,mean,aligned_high_is_good
529adba532efb179b0becad326299b5fe95f40548a2f740127e4e1e70d1bb830,mq,3.888888888888889,3.888888888888889,9,1,9,9,9,claude_A_C28,Anthropic Claude,mean,aligned_high_is_good
529adba532efb179b0becad326299b5fe95f40548a2f740127e4e1e70d1bb830,risk,4.333333333333333,1.6666666666666667,9,1,9,9,9,claude_A_C28,Anthropic Claude,mean,aligned_high_is_good
529adba532efb179b0becad326299b5fe95f40548a2f740127e4e1e70d1bb830,tf,4.444444444444445,4.444444444444445,9,1,9,9,9,claude_A_C28,Anthropic Claude,mean,aligned_high_is_good
529b6807d1a436b0244a1b9a62c1c988df406c193c51d2b566e444b3524e87b4,cc,3.888888888888889,3.888888888888889,9,1,9,9,9,DEEPSEEK_A_C12,DeepSeek,mean,aligned_high_is_good
529b6807d1a436b0244a1b9a62c1c988df406c193c51d2b566e444b3524e87b4,fa,4.888888888888889,4.888888888888889,9,1,9,9,9,DEEPSEEK_A_C12,DeepSeek,mean,aligned_high_is_good
529b6807d1a436b0244a1b9a62c1c988df406c193c51d2b566e444b3524e87b4,lc,5.0,5.0,9,1,9,9,9,DEEPSEEK_A_C12,DeepSeek,mean,aligned_high_is_good
529b6807d1a436b0244a1b9a62c1c988df406c193c51d2b566e444b3524e87b4,mq,5.0,5.0,9,1,9,9,9,DEEPSEEK_A_C12,DeepSeek,mean,aligned_high_is_good
529b6807d1a436b0244a1b9a62c1c988df406c193c51d2b566e444b3524e87b4,risk,5.0,1.0,9,1,9,9,9,DEEPSEEK_A_C12,DeepSeek,mean,aligned_high_is_good
529b6807d1a436b0244a1b9a62c1c988df406c193c51d2b566e444b3524e87b4,tf,4.888888888888889,4.888888888888889,9,1,9,9,9,DEEPSEEK_A_C12,DeepSeek,mean,aligned_high_is_good
5350da047fbd88c3ff9cb6c4918e8dc63e38d8d1ccb973edc071695b7fbc2f9f,cc,3.0,3.0,9,1,9,9,9,豆包_A_C04,ByteDance Doubao,mean,aligned_high_is_good
5350da047fbd88c3ff9cb6c4918e8dc63e38d8d1ccb973edc071695b7fbc2f9f,fa,3.7777777777777777,3.7777777777777777,9,1,9,9,9,豆包_A_C04,ByteDance Doubao,mean,aligned_high_is_good
5350da047fbd88c3ff9cb6c4918e8dc63e38d8d1ccb973edc071695b7fbc2f9f,lc,4.444444444444445,4.444444444444445,9,1,9,9,9,豆包_A_C04,ByteDance Doubao,mean,aligned_high_is_good
5350da047fbd88c3ff9cb6c4918e8dc63e38d8d1ccb973edc071695b7fbc2f9f,mq,4.222222222222222,4.222222222222222,9,1,9,9,9,豆包_A_C04,ByteDance Doubao,mean,aligned_high_is_good
5350da047fbd88c3ff9cb6c4918e8dc63e38d8d1ccb973edc071695b7fbc2f9f,risk,3.888888888888889,2.111111111111111,9,1,9,9,9,豆包_A_C04,ByteDance Doubao,mean,aligned_high_is_good
5350da047fbd88c3ff9cb6c4918e8dc63e38d8d1ccb973edc071695b7fbc2f9f,tf,4.0,4.0,9,1,9,9,9,豆包_A_C04,ByteDance Doubao,mean,aligned_high_is_good
53c057e143e18941400af486728899130722b99490f98a81e524564cf66f4b19,cc,3.3333333333333335,3.3333333333333335,9,1,9,9,9,Gemini_C_C16,Google Gemini,mean,aligned_high_is_good
53c057e143e18941400af486728899130722b99490f98a81e524564cf66f4b19,fa,4.333333333333333,4.333333333333333,9,1,9,9,9,Gemini_C_C16,Google Gemini,mean,aligned_high_is_good
53c057e143e18941400af486728899130722b99490f98a81e524564cf66f4b19,lc,4.888888888888889,4.888888888888889,9,1,9,9,9,Gemini_C_C16,Google Gemini,mean,aligned_high_is_good
53c057e143e18941400af486728899130722b99490f98a81e524564cf66f4b19,mq,4.666666666666667,4.666666666666667,9,1,9,9,9,Gemini_C_C16,Google Gemini,mean,aligned_high_is_good
53c057e143e18941400af486728899130722b99490f98a81e524564cf66f4b19,risk,4.555555555555555,1.4444444444444444,9,1,9,9,9,Gemini_C_C16,Google Gemini,mean,aligned_high_is_good
53c057e143e18941400af486728899130722b99490f98a81e524564cf66f4b19,tf,4.888888888888889,4.888888888888889,9,1,9,9,9,Gemini_C_C16,Google Gemini,mean,aligned_high_is_good
53d6593627e09d205b6db3db3ab2f34fbbcc52eae979ccbf9421ae8e1d9fe15c,cc,3.111111111111111,3.111111111111111,9,1,9,9,9,千问_A_C09,Alibaba Qwen,mean,aligned_high_is_good
53d6593627e09d205b6db3db3ab2f34fbbcc52eae979ccbf9421ae8e1d9fe15c,fa,4.333333333333333,4.333333333333333,9,1,9,9,9,千问_A_C09,Alibaba Qwen,mean,aligned_high_is_good
53d6593627e09d205b6db3db3ab2f34fbbcc52eae979ccbf9421ae8e1d9fe15c,lc,4.888888888888889,4.888888888888889,9,1,9,9,9,千问_A_C09,Alibaba Qwen,mean,aligned_high_is_good
53d6593627e09d205b6db3db3ab2f34fbbcc52eae979ccbf9421ae8e1d9fe15c,mq,4.444444444444445,4.444444444444445,9,1,9,9,9,千问_A_C09,Alibaba Qwen,mean,aligned_high_is_good
53d6593627e09d205b6db3db3ab2f34fbbcc52eae979ccbf9421ae8e1d9fe15c,risk,4.333333333333333,1.6666666666666667,9,1,9,9,9,千问_A_C09,Alibaba Qwen,mean,aligned_high_is_good
53d6593627e09d205b6db3db3ab2f34fbbcc52eae979ccbf9421ae8e1d9fe15c,tf,4.555555555555555,4.555555555555555,9,1,9,9,9,千问_A_C09,Alibaba Qwen,mean,aligned_high_is_good
53d8afd23b053194580e48c00c3b82e5eba430b682d5e887f9ea03c40b579d7b,cc,2.3333333333333335,2.3333333333333335,9,1,9,9,9,豆包_B_C15,ByteDance Doubao,mean,aligned_high_is_good
53d8afd23b053194580e48c00c3b82e5eba430b682d5e887f9ea03c40b579d7b,fa,3.4444444444444446,3.4444444444444446,9,1,9,9,9,豆包_B_C15,ByteDance Doubao,mean,aligned_high_is_good
53d8afd23b053194580e48c00c3b82e5eba430b682d5e887f9ea03c40b579d7b,lc,3.7777777777777777,3.7777777777777777,9,1,9,9,9,豆包_B_C15,ByteDance Doubao,mean,aligned_high_is_good
53d8afd23b053194580e48c00c3b82e5eba430b682d5e887f9ea03c40b579d7b,mq,3.2222222222222223,3.2222222222222223,9,1,9,9,9,豆包_B_C15,ByteDance Doubao,mean,aligned_high_is_good
53d8afd23b053194580e48c00c3b82e5eba430b682d5e887f9ea03c40b579d7b,risk,3.6666666666666665,2.3333333333333335,9,1,9,9,9,豆包_B_C15,ByteDance Doubao,mean,aligned_high_is_good
53d8afd23b053194580e48c00c3b82e5eba430b682d5e887f9ea03c40b579d7b,tf,3.2222222222222223,3.2222222222222223,9,1,9,9,9,豆包_B_C15,ByteDance Doubao,mean,aligned_high_is_good
551e4dd51b64042f897d382d382f713fa4aa550eeedb133c11967f4a49250d1b,cc,2.7777777777777777,2.7777777777777777,9,1,9,9,9,GLM_B_C24,Zhipu GLM,mean,aligned_high_is_good
551e4dd51b64042f897d382d382f713fa4aa550eeedb133c11967f4a49250d1b,fa,3.2222222222222223,3.2222222222222223,9,1,9,9,9,GLM_B_C24,Zhipu GLM,mean,aligned_high_is_good
551e4dd51b64042f897d382d382f713fa4aa550eeedb133c11967f4a49250d1b,lc,4.333333333333333,4.333333333333333,9,1,9,9,9,GLM_B_C24,Zhipu GLM,mean,aligned_high_is_good
551e4dd51b64042f897d382d382f713fa4aa550eeedb133c11967f4a49250d1b,mq,4.0,4.0,9,1,9,9,9,GLM_B_C24,Zhipu GLM,mean,aligned_high_is_good
551e4dd51b64042f897d382d382f713fa4aa550eeedb133c11967f4a49250d1b,risk,3.7777777777777777,2.2222222222222223,9,1,9,9,9,GLM_B_C24,Zhipu GLM,mean,aligned_high_is_good
551e4dd51b64042f897d382d382f713fa4aa550eeedb133c11967f4a49250d1b,tf,4.111111111111111,4.111111111111111,9,1,9,9,9,GLM_B_C24,Zhipu GLM,mean,aligned_high_is_good
5579395c6d0020ff70c5bd277ca7a01792d2594f53761527c4f732fdceb08bff,cc,2.3333333333333335,2.3333333333333335,9,1,9,9,9,KIMI_B_C11,Moonshot Kimi,mean,aligned_high_is_good
5579395c6d0020ff70c5bd277ca7a01792d2594f53761527c4f732fdceb08bff,fa,3.888888888888889,3.888888888888889,9,1,9,9,9,KIMI_B_C11,Moonshot Kimi,mean,aligned_high_is_good
