wave,domain_cn,domain,task,item_local_id,item_text_hash,questionnaire_signature_sha256,source_item_uid,generator,model,concept_id,concept,match_status,match_basis,exact_candidate_count,duplicate_candidate_uids,candidate_source_uids,schedule_expected_generator,provenance_source_item_uid,provenance_manifest_count,selection_role,text_identifiable,stimulus_signature_sha256,source_equivalence_size,item_id,api_source_regime,n_judges
首轮专家复核,地理,Geoscience,C,Q35,9e83c863610e38a4,318405a94bce1e519e1499f323dbb059c393f60ae8203a2e1812dec21bb19ae8,豆包_C_C20,ByteDance Doubao,ByteDance Doubao,C20,地质时间,unique_exact,direct_all_field_exact,1,,豆包_C_C20,,,0,broad_scheduled_item,True,8637d673aec6f260dbb4eecdc9e6c614a4664c39ac450319b3ed9b59da3f1278,1,API810_260,corrected_full_payload,9
首轮专家复核,地理,Geoscience,C,Q36,9c8e8425387be3aa,fbb1f8c95867b906900c847d4be811e60842d28e3144a9cfb25b9f21b9cd9106,KIMI_C_C20,Moonshot Kimi,Moonshot Kimi,C20,地质时间,unique_exact,direct_all_field_exact,1,,KIMI_C_C20,,,0,broad_scheduled_item,True,3aec0a01c58ab394f572f88b88858d8ce8499d07362e68ebdbe4e332a2e37c63,1,API810_620,corrected_full_payload,9
首轮专家复核,地理,Geoscience,C,Q37,3bf146737b43b9ee,9990db50e9441e1ec5f540a1f2d74c79625cd1fd9067d11188667e6a29ce871f,千问_C_C21,Alibaba Qwen,Alibaba Qwen,C21,岩石循环,unique_exact,direct_all_field_exact,1,,千问_C_C21,,,0,broad_scheduled_item,True,0d895547a343b32f293926a2b491dd3ed3a270528cf0e3e2bf4044bd30cdb92c,1,API810_081,corrected_full_payload,9
首轮专家复核,地理,Geoscience,C,Q38,33186b205f8bdf66,abfd0b2a8504edd46600361d3fc08736448314b486f2340fc2dab1b094fb5c3b,豆包_C_C21,ByteDance Doubao,ByteDance Doubao,C21,岩石循环,unique_exact,direct_all_field_exact,1,,豆包_C_C21,,,0,broad_scheduled_item,True,0eab5047fd4bde1ae3194d3c4f3377a070ae5ce1fdaec654d47ca1821dfaf8d8,1,API810_261,corrected_full_payload,9
首轮专家复核,地理,Geoscience,C,Q39,890761cb5ae1623f,7ad54f111f0d6e935f50aae30291edc6270a20bb533170776e1941e1d0f98abe,千问_C_C22,Alibaba Qwen,Alibaba Qwen,C22,地震成因,unique_exact,direct_all_field_exact,1,,千问_C_C22,,,0,broad_scheduled_item,True,119073934de1d2b733c609747b552ac5ed8ec553e8e3ed8366c8a1af104a324e,1,API810_082,corrected_full_payload,9
首轮专家复核,地理,Geoscience,C,Q40,dd0d2580e9eeef97,222eaadaab5097c52b492284788a3c756bc07f4a9e15779663e52dc8097f8157,Gemini_C_C22,Google Gemini,Google Gemini,C22,地震成因,unique_exact,direct_all_field_exact,1,,Gemini_C_C22,,,0,broad_scheduled_item,True,a62184fb19bafcaf576c69916df1172bd8232ee0c3fe4cd20fd711356fe61d78,1,API810_442,corrected_full_payload,9
首轮专家复核,地理,Geoscience,C,Q41,4be33a6cd62ab5b4,fca1c702480e586404f433bd2a818ee46a3e1284cbda450e9aeb2ea05c3f7313,Gemini_C_C23,Google Gemini,Google Gemini,C23,火山与板块边界,unique_exact,direct_all_field_exact,1,,Gemini_C_C23,,,0,broad_scheduled_item,True,932057e2714dc3728427a034411f76e937536ff80cead90232823b0a77881ad1,1,API810_443,corrected_full_payload,9
首轮专家复核,地理,Geoscience,C,Q42,489943812e53de3e,bdc770f30b16428f1c126a43b306d914045e103cbe464422d963b3040e182ea8,GLM_C_C23,Zhipu GLM,Zhipu GLM,C23,火山与板块边界,unique_exact,direct_all_field_exact,1,,GLM_C_C23,,,0,broad_scheduled_item,True,443fba4be6888c69b1941b0c5aca69e970660fa6012b6a15e8e40a70d86403a0,1,API810_803,corrected_full_payload,9
首轮专家复核,地理,Geoscience,C,Q43,8dfd757311b420dc,5e8862ecf59fe48229ef7497dd5b567016078e435080b1c3a45cfddce3aca0d0,mimo_C_C24,Mimo,Mimo,C24,地球内部结构,unique_exact,direct_all_field_exact,1,,mimo_C_C24,,,0,broad_scheduled_item,True,019e88b53ecb4d518ef7b1c250cbcd4be223c022714d1cc58f844c16cf73a33e,1,API810_534,corrected_full_payload,9
首轮专家复核,地理,Geoscience,C,Q44,9c2a4da741399a54,f1c31ccf2091100d60bc97ecd19c16f7356d971dc0292bdcd156586b9d4395ff,GPT_C_C24,OpenAI GPT,OpenAI GPT,C24,地球内部结构,unique_exact,direct_all_field_exact,1,,GPT_C_C24,,,0,broad_scheduled_item,True,dd755ef245448a7dcd87fae660d1f27bbb37e548876f30f8512219f294ca04a0,1,API810_714,corrected_full_payload,9
首轮专家复核,大气科学,Climate/Environment,A,Q7,b28569e6d9a003e1,09bdd53060368e1890351dbd98bc8a63bace9707e1af65221d4734a16e7fbeed,mimo_A_C25,Mimo,Mimo,C25,温室效应,unique_exact,direct_all_field_exact,1,,mimo_A_C25,,,0,broad_scheduled_item,True,d409a3a99aeb333a31e24395f2add022f2ae9b730d4117469067d8e69aa53552,1,API810_475,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,A,Q8,8aeb952226ecc55b,89a5b8eb3a767d8906c8ce2efd24a2731764eef752b73adc1a08932f53157f2d,GLM_A_C25,Zhipu GLM,Zhipu GLM,C25,温室效应,unique_exact,direct_all_field_exact,1,,GLM_A_C25,,,0,broad_scheduled_item,True,37a11d28359cb4f6b3cd7ac9be8ce6479fa0b90f7380ad898b2555aa726ca8fb,1,API810_745,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,A,Q9,b9f74509800718aa,45258864d2abd3dcfa4210088e6a1c90a18b27a69527e56584ddcf9c3961d37f,claude_A_C26,Anthropic Claude,Anthropic Claude,C26,天气与气候,unique_exact,direct_all_field_exact,1,,claude_A_C26,,,0,broad_scheduled_item,True,a2a3c5e5a0765ba851644e42007dbc87e0330745b71765263567c99237b70518,1,API810_116,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,A,Q10,bab6efa9ba28e61c,f5c2eeb0bbe93616e8b7c1fdc8bacba12b1ce606896d0952351f79cf274bdf00,GLM_A_C26,Zhipu GLM,Zhipu GLM,C26,天气与气候,unique_exact,direct_all_field_exact,1,,GLM_A_C26,,,0,broad_scheduled_item,True,69bbf9a0948f0feb16549986396153efa620b925f1b0a8f751a166cb42d66166,1,API810_746,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,A,Q11,ad4f63b1376756a7,deefe36016cebb10a6fb1c18292fbf712080b82ad26590f878e115180eb9e16e,豆包_A_C27,ByteDance Doubao,ByteDance Doubao,C27,全球变暖与气候变化,unique_exact,direct_all_field_exact,1,,豆包_A_C27,,,0,broad_scheduled_item,True,df0cf34bdaa86ffd421cf992553b342be1e16bd3be8032741a7897fa7903c85a,1,API810_207,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,A,Q12,428d878ecc8c2a63,7066a57b0334343d2da83c60011f55a8bf775f7428f4c63643c57bfd75ae1eec,mimo_A_C27,Mimo,Mimo,C27,全球变暖与气候变化,unique_exact,direct_all_field_exact,1,,mimo_A_C27,,,0,broad_scheduled_item,True,13383b180d6f2e51aa164f65ed79112c6cad79d2eac376501956b6144c189db6,1,API810_477,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,A,Q13,0e6a7120bc6f381b,978d1a9cd3239a45cb43b76f4855ef30061563b57e63617ff5f0651cdad1eebc,千问_A_C28,Alibaba Qwen,Alibaba Qwen,C28,二氧化碳的气候作用,unique_exact,direct_all_field_exact,1,,千问_A_C28,,,0,broad_scheduled_item,True,528f02662e524705886a395b26d5437ce4c269226afbd5f86654ab2dc3c7639c,1,API810_028,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,A,Q14,61cfef5470fc17a9,f8b697b9589400b10f8fd68a58db0a75060e3c5d6fdb8c8324091c4b17eb7d81,豆包_A_C28,ByteDance Doubao,ByteDance Doubao,C28,二氧化碳的气候作用,unique_exact,direct_all_field_exact,1,,豆包_A_C28,,,0,broad_scheduled_item,True,562154e4149cacbbc03fa56403a0f7c84c46ff40ab0fda9d5274f17f34443c40,1,API810_208,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,A,Q15,7456f26ff08a946d,927aec90643a07e1beceec7001c82f2ee0ea6ac4efef553659263e9a64cd156c,DEEPSEEK_A_C29,DeepSeek,DeepSeek,C29,海洋垃圾与塑料污染,unique_exact,direct_all_field_exact,1,,DEEPSEEK_A_C29,,,0,broad_scheduled_item,True,58fb7afaaf4f8a30248795f34ac694e28ad727e3ec21ef3621f67179bbf67985,1,API810_299,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,A,Q16,2d949c68cfa8f30f,006f1ad853707688c335dc324af469974efe0a1d45b9622c84b97cd4fb9c05ff,GPT_A_C29,OpenAI GPT,OpenAI GPT,C29,海洋垃圾与塑料污染,unique_exact,direct_all_field_exact,1,,GPT_A_C29,,,0,broad_scheduled_item,True,480a1f5e889a6c7a9d478c811b7dc9043fce11370cd3f7e8a8a1cd31e0dde94e,1,API810_659,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,A,Q17,c0ae4edf865d953e,31cc40de6ae4a2f6f656798eb75cdc02352a120a1a80ca6b2275e5295c022184,claude_A_C30,Anthropic Claude,Anthropic Claude,C30,自然变率与人为影响,unique_exact,direct_all_field_exact,1,,claude_A_C30,,,0,broad_scheduled_item,True,bf056f3a745f4bcc005c3b7262585661585bc67c5f7b1241656af23629ee9361,1,API810_120,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,A,Q18,7bfe03758454a40a,611d00ab7113329a2386b175c99b1db229820595b4696d6eba5a4dad7afeebaa,Gemini_A_C30,Google Gemini,Google Gemini,C30,自然变率与人为影响,unique_exact,direct_all_field_exact,1,,Gemini_A_C30,,,0,broad_scheduled_item,True,a55b9eec4a6d714c8e2c1cc705824861b5f36ee06b8e53ff1f9b737d6c3e2af1,1,API810_390,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,B,Q20,e4238077c0af96c8,e365093ee9c3bf06c7b82bf05b093fd443589e8cb8db0dc665282f363cb6f8c9,豆包_B_C25,ByteDance Doubao,ByteDance Doubao,C25,温室效应,unique_exact,direct_all_field_exact,1,,豆包_B_C25,,,0,broad_scheduled_item,True,a49a34325132775a16581753042788500462ce73405a1ec07cadd569b2a3aa8f,1,API810_235,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,B,Q21,6e2e2d78c8eca32c,9b502166b22b62d76aaba2d56d877dd9be4aff26fd2d8a3e4ca7e197f8713d4b,Gemini_B_C25,Google Gemini,Google Gemini,C25,温室效应,unique_exact,direct_all_field_exact,1,,Gemini_B_C25,,,0,broad_scheduled_item,True,7d760830d8f05746cfea45903f635a36232525b913fc14e0e3644f4de307252f,1,API810_415,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,B,Q22,7ff45b39fffd3176,3a98e60473469e181c6eb94192d3fc3d71438876e93520b1cd6d581808fa4006,DEEPSEEK_B_C26,DeepSeek,DeepSeek,C26,天气与气候,unique_exact,direct_all_field_exact,1,,DEEPSEEK_B_C26,,,0,broad_scheduled_item,True,e2a2e4447507ad39173ce1f213d2ba2090aec3ba7b3cfc5cb193e62895bfd6ac,1,API810_326,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,B,Q23,2cd6324a84d029e8,d478d5c0c27d812c4e7e83becc1c563f4bcfaec7f940579de69ea89c40024c76,GLM_B_C26,Zhipu GLM,Zhipu GLM,C26,天气与气候,unique_exact,direct_all_field_exact,1,,GLM_B_C26,,,0,broad_scheduled_item,True,f642bf9dccdef01433764171a29d490f86638374abcef426842f5fba62dc51ff,1,API810_776,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,B,Q24,b542520a86f999c4,7c9441196ca7d0d3600e06c5117678b810cacac75f35818d26097a8418174d08,DEEPSEEK_B_C27,DeepSeek,DeepSeek,C27,全球变暖与气候变化,unique_exact,direct_all_field_exact,1,,DEEPSEEK_B_C27,,,0,broad_scheduled_item,True,750251429698e5d700f820510395a5ea7d666057023c8259ec8b146474fd371b,1,API810_327,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,B,Q25,e1f5ac6563dfa6d8,18078ecf482c5a59ef280977cfb8f5a33898b05095f051feb643ca48887a9705,GPT_B_C27,OpenAI GPT,OpenAI GPT,C27,全球变暖与气候变化,unique_exact,direct_all_field_exact,1,,GPT_B_C27,,,0,broad_scheduled_item,True,f83197f39998de67bb502c5906feeedd9d378ba4ae3e623cd7aa39459f246ebb,1,API810_687,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,B,Q26,8e5f25a89c1109b0,944d92fdfbf09b513e4831cf48441e6bcbc962708862128dbfbb2e1f4b2db5de,豆包_B_C28,ByteDance Doubao,ByteDance Doubao,C28,二氧化碳的气候作用,unique_exact,direct_all_field_exact,1,,豆包_B_C28,,,0,broad_scheduled_item,True,b6edf9e0b57435670446d3406a47b0d629780569f872c5061caae5c48f4db8f5,1,API810_238,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,B,Q27,daf0fe0179654317,1fee86fd17640d666f614369345bf3d779006b30e0aaf7e785cc235dbbc1d631,Gemini_B_C28,Google Gemini,Google Gemini,C28,二氧化碳的气候作用,unique_exact,direct_all_field_exact,1,,Gemini_B_C28,,,0,broad_scheduled_item,True,2e662caa77e06e5544e3db4d6ecd32fe33f0350e198699f83b50dae77ebb9946,1,API810_418,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,B,Q28,077184a42ff87e0b,74fa82f45cc62e8fe4217104ea35e5f1672039c3d24e428856b93a11a627c9ba,claude_B_C29,Anthropic Claude,Anthropic Claude,C29,海洋垃圾与塑料污染,unique_exact,direct_all_field_exact,1,,claude_B_C29,,,0,broad_scheduled_item,True,626444904388b2932e112bf56628460600babc303bf1dedacd4129904cb3e632,1,API810_149,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,B,Q29,fb0186f1d7d7c88a,8b5fcf545ee0046c3bbbfb8724b29e817b24062b0caecc29041d3f0012b8530c,GLM_B_C29,Zhipu GLM,Zhipu GLM,C29,海洋垃圾与塑料污染,unique_exact,direct_all_field_exact,1,,GLM_B_C29,,,0,broad_scheduled_item,True,40898572135ef0a929f90580b323688be509d8197d19f679fcc7502bef1a05d3,1,API810_779,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,B,Q30,8d755756d92f7d8b,52b94459eb60768eed4623df618f4302c876f90a3e7831600544ff560f8d40e2,claude_B_C30,Anthropic Claude,Anthropic Claude,C30,自然变率与人为影响,unique_exact,direct_all_field_exact,1,,claude_B_C30,,,0,broad_scheduled_item,True,b84381d19259393343e7836f8ff0f7dc07095d7576c1b1a9aadf940a93d3cbc8,1,API810_150,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,B,Q31,098584fcff90b9d9,d7e355fe9662c2c1ea709ee6787961d689d4e74b23424c4770e0d4970c07b029,Gemini_B_C30,Google Gemini,Google Gemini,C30,自然变率与人为影响,unique_exact,direct_all_field_exact,1,,Gemini_B_C30,,,0,broad_scheduled_item,True,c175057c5747893b3a85ef639c464726d2a640b572c19f3227d7c52b65d2ecd3,1,API810_420,legacy_valid_full_input,9
首轮专家复核,大气科学,Climate/Environment,C,Q33,c16783851fc3dec6,27f7b42b5578e15ae8b1ec1f799211ab9b84389a7c45a73c1a3cb59b45cf9641,mimo_C_C25,Mimo,Mimo,C25,温室效应,unique_exact,direct_all_field_exact,1,,mimo_C_C25,,,0,broad_scheduled_item,True,fc7dfec27014723f009bf932aadc63c0eda3db8ceb86e6d3889f300febdae7ef,1,API810_535,corrected_full_payload,9
首轮专家复核,大气科学,Climate/Environment,C,Q34,47f02e2d0fde2f46,04daac213abd8941097e71b8928d8a548587c49a1b975c3b3aa779c6327142a0,KIMI_C_C25,Moonshot Kimi,Moonshot Kimi,C25,温室效应,unique_exact,direct_all_field_exact,1,,KIMI_C_C25,,,0,broad_scheduled_item,True,634b7014f9088dcf9c5133a52afae7a27e144036194e93b9c9e67fe270b54b6e,1,API810_625,corrected_full_payload,9
首轮专家复核,大气科学,Climate/Environment,C,Q35,e652afaf9c99b400,c5332b1ef10e22b2ec6ab75f5d397e83fe334652cc564ff4cf3b4b0f071af181,豆包_C_C26,ByteDance Doubao,ByteDance Doubao,C26,天气与气候,unique_exact,direct_all_field_exact,1,,豆包_C_C26,,,0,broad_scheduled_item,True,7d332b6b7fa325486366a4e083baa84fe987e67ec79af63d52c14425d583c718,1,API810_266,corrected_full_payload,9
首轮专家复核,大气科学,Climate/Environment,C,Q36,60af4fb22eb2e1c6,fbfbb26d6555b4109e12ee17e132fc3361a74a1f65fbf7b7c7c70dcbc521554b,KIMI_C_C26,Moonshot Kimi,Moonshot Kimi,C26,天气与气候,unique_exact,direct_all_field_exact,1,,KIMI_C_C26,,,0,broad_scheduled_item,True,cba35296ed56af7a2bf6d7100d36253c24eac0798813ad4b6fa83ab97afb3e5f,1,API810_626,corrected_full_payload,9
首轮专家复核,大气科学,Climate/Environment,C,Q37,d5c2eca2f1086deb,82522a45f42c2af3e94ffbe8b68258aea04c880dce468e2ffae55f7436d545ec,千问_C_C27,Alibaba Qwen,Alibaba Qwen,C27,全球变暖与气候变化,unique_exact,direct_all_field_exact,1,,千问_C_C27,,,0,broad_scheduled_item,True,62b184dd9523c45cd6216f264083d6ad1c0196236c70740c6542391c6f07e55e,1,API810_087,corrected_full_payload,9
首轮专家复核,大气科学,Climate/Environment,C,Q38,285fe56b0e284ec1,048dca8f1597288a8fe75270193c8cf03ed4975890904f4a2a28627f2cf081db,豆包_C_C27,ByteDance Doubao,ByteDance Doubao,C27,全球变暖与气候变化,unique_exact,direct_all_field_exact,1,,豆包_C_C27,,,0,broad_scheduled_item,True,42e9945381bb2759537ff3d566ada3cf29c6167ebdc5d0841fc85c92abc83b43,1,API810_267,corrected_full_payload,9
首轮专家复核,大气科学,Climate/Environment,C,Q39,c23c0bd497a24e65,e27218aa87bc7da72e87ccb7c11ca55a5a2495fe8a531ad6d61286e27e28a5c5,千问_C_C28,Alibaba Qwen,Alibaba Qwen,C28,二氧化碳的气候作用,unique_exact,direct_all_field_exact,1,,千问_C_C28,,,0,broad_scheduled_item,True,029a9f264b437617a5933e61c40b1f32791439ab769bd51144518c3456f23a44,1,API810_088,corrected_full_payload,9
首轮专家复核,大气科学,Climate/Environment,C,Q40,359780f542ad2443,ce4ab1a615695c7fcb145b8a9a5faf4cd141fc9ae7446da19c10580b6d242e5c,Gemini_C_C28,Google Gemini,Google Gemini,C28,二氧化碳的气候作用,unique_exact,direct_all_field_exact,1,,Gemini_C_C28,,,0,broad_scheduled_item,True,5a73d0c3e3d8aa2dd0a980660a8fbb049376903f267aff21d7313e31152478ad,1,API810_448,corrected_full_payload,9
首轮专家复核,大气科学,Climate/Environment,C,Q41,dce5c0128e5a17d9,4c9e8797eaa023011f33971dc370ab9926cc621d93aa07bc37cad82ae90acfce,Gemini_C_C29,Google Gemini,Google Gemini,C29,海洋垃圾与塑料污染,unique_exact,direct_all_field_exact,1,,Gemini_C_C29,,,0,broad_scheduled_item,True,6ccad88bed37359e1651b642e32ac8e8e33703a04e4af3eebff23f2701fe977a,1,API810_449,corrected_full_payload,9
首轮专家复核,大气科学,Climate/Environment,C,Q42,3d22b6eb8eaed183,533e2effcf679a765d85c1cda3e0a29a9029a60357583475f1d065d710c4ec42,GLM_C_C29,Zhipu GLM,Zhipu GLM,C29,海洋垃圾与塑料污染,unique_exact,direct_all_field_exact,1,,GLM_C_C29,,,0,broad_scheduled_item,True,7a6e7ed993bdb5731cebf8f5e00da8729e1496cf30645556d585354adc670de3,1,API810_809,corrected_full_payload,9
首轮专家复核,大气科学,Climate/Environment,C,Q43,3090bd70b41e1b57,eb49279cc1b9115040704581ad894cf6f7f341ca4f60d8af5838453e06a45a76,mimo_C_C30,Mimo,Mimo,C30,自然变率与人为影响,unique_exact,direct_all_field_exact,1,,mimo_C_C30,,,0,broad_scheduled_item,True,a47eb8644502255942f8c75ca5b5358abbdd3dec30ec63001d3200d124a25a68,1,API810_540,corrected_full_payload,9
首轮专家复核,大气科学,Climate/Environment,C,Q44,49e4f8d2d6f37942,645bf01b8f744c5e1204b1796a0ca52f6b02ef4e8ed1dc44c920df5e07867e5e,GPT_C_C30,OpenAI GPT,OpenAI GPT,C30,自然变率与人为影响,unique_exact,direct_all_field_exact,1,,GPT_C_C30,,,0,broad_scheduled_item,True,4a45febb981e619380f42a4c7b66ba9eeee6524417e1f31ce2c3e78d0f823bab,1,API810_720,corrected_full_payload,9
首轮专家复核,物理,Physics,A,Q7,0aa25ee2c67b459f,b08ca16c7413cd60febc95397e298f35d00a28ab1b04837c7e51cd5ed0e1ca63,mimo_A_C01,Mimo,Mimo,C01,惯性,exact_via_cross_domain_schedule,all_field_exact_plus_cross_domain_schedule,7,千问_A_C01;DEEPSEEK_A_C01;Gemini_A_C01;mimo_A_C01;KIMI_A_C01;GPT_A_C01;GLM_A_C01,千问_A_C01;DEEPSEEK_A_C01;Gemini_A_C01;mimo_A_C01;KIMI_A_C01;GPT_A_C01;GLM_A_C01,Mimo,,0,broad_scheduled_item,False,6332308e47b39c2085519011022d569fe33907061e3db7e1531c5d8e2184fc73,7,API810_451,legacy_valid_full_input,9
首轮专家复核,物理,Physics,A,Q8,0aa25ee2c67b459f,b08ca16c7413cd60febc95397e298f35d00a28ab1b04837c7e51cd5ed0e1ca63,GLM_A_C01,Zhipu GLM,Zhipu GLM,C01,惯性,exact_via_cross_domain_schedule,all_field_exact_plus_cross_domain_schedule,7,千问_A_C01;DEEPSEEK_A_C01;Gemini_A_C01;mimo_A_C01;KIMI_A_C01;GPT_A_C01;GLM_A_C01,千问_A_C01;DEEPSEEK_A_C01;Gemini_A_C01;mimo_A_C01;KIMI_A_C01;GPT_A_C01;GLM_A_C01,Zhipu GLM,,0,broad_scheduled_item,False,6332308e47b39c2085519011022d569fe33907061e3db7e1531c5d8e2184fc73,7,API810_721,legacy_valid_full_input,9
首轮专家复核,物理,Physics,A,Q9,db6886ce57b8ea1e,19e38c8f06603b81d587f3480ca21106feca58f11c6f0501941d03357fd0e4cf,claude_A_C02,Anthropic Claude,Anthropic Claude,C02,净力与加速度,unique_exact,direct_all_field_exact,1,,claude_A_C02,,,0,broad_scheduled_item,True,5d04b4c4da3e6af01bb76fadfc43e8c1149f22538e13a1f9213aa0ebc6e36253,1,API810_092,legacy_valid_full_input,9
首轮专家复核,物理,Physics,A,Q10,70e06215093f8346,fccccc258d2688e9f2488c22833cfc7f6f8ec300faff715b7c1a3135945b2f9c,GLM_A_C02,Zhipu GLM,Zhipu GLM,C02,净力与加速度,unique_exact,direct_all_field_exact,1,,GLM_A_C02,,,0,broad_scheduled_item,True,2fe2f71996394f25a332a6739f2a30f66b795dede234490cf39680bd895e8a5a,1,API810_722,legacy_valid_full_input,9
首轮专家复核,物理,Physics,A,Q11,d24be80cf330108f,6c2abf9cd4ac5bfc1d9127494c714228b97b57d9fbcc6f618121b2de6fae269c,豆包_A_C03,ByteDance Doubao,ByteDance Doubao,C03,牛顿第三定律,unique_exact,direct_all_field_exact,1,,豆包_A_C03,,,0,broad_scheduled_item,True,40bda666f4d368bd3c5e1a537fd4699f4e23ce2d4a0f106c9efa3a3da519c474,1,API810_183,legacy_valid_full_input,9
首轮专家复核,物理,Physics,A,Q12,1d98092a2b133c53,c0734fbe488f04e67751cb3dd7c9f26b41bc6b7a7f628bfb1164db216a43428c,mimo_A_C03,Mimo,Mimo,C03,牛顿第三定律,unique_exact,direct_all_field_exact,1,,mimo_A_C03,,,0,broad_scheduled_item,True,f64c9b0ffc84e58374db91fa88ca5dc6c7f0169e3c5379c545c2c0be9f036d73,1,API810_453,legacy_valid_full_input,9
首轮专家复核,物理,Physics,A,Q13,b33b5498bccabc9e,77503167c2fa9269cfc53748d453b226597e3aa5eb5e45b6ec57256d756c80da,千问_A_C04,Alibaba Qwen,Alibaba Qwen,C04,抛体运动,unique_exact,direct_all_field_exact,1,,千问_A_C04,,,0,broad_scheduled_item,True,b929c2bfff558dac761bee4d0a73cbed0e867d5ee5d038b14732423fe7076976,1,API810_004,legacy_valid_full_input,9
首轮专家复核,物理,Physics,A,Q14,f4ce354edd870703,e3c51125102f211f583dd06a8197b10d4b89c5ac44321c0ecc0e1c31fc5c492c,豆包_A_C04,ByteDance Doubao,ByteDance Doubao,C04,抛体运动,unique_exact,direct_all_field_exact,1,,豆包_A_C04,,,0,broad_scheduled_item,True,5350da047fbd88c3ff9cb6c4918e8dc63e38d8d1ccb973edc071695b7fbc2f9f,1,API810_184,legacy_valid_full_input,9
首轮专家复核,物理,Physics,A,Q15,fa6a4b4a8aaaa98d,320fdbdc5f2228bb85c487333ed6b3bafb1c29d7ee35e2aa44cfdf9b552958dc,DEEPSEEK_A_C05,DeepSeek,DeepSeek,C05,圆周运动,unique_exact,direct_all_field_exact,1,,DEEPSEEK_A_C05,,,0,broad_scheduled_item,True,a3b845f84ad69c001a297d7729d0d76fbe8ddc0971ae2a3269adf6dc022af918,1,API810_275,legacy_valid_full_input,9
首轮专家复核,物理,Physics,A,Q16,d9d1f1c0b4a81515,e234b6c7f7f79dad42cb1b215f0219976b40c96ddd39526e71e3ea6116ed0c3c,GPT_A_C05,OpenAI GPT,OpenAI GPT,C05,圆周运动,unique_exact,direct_all_field_exact,1,,GPT_A_C05,,,0,broad_scheduled_item,True,ef26f67c3dab658d7b8b411c1388556144d945701ce51a41616a8c82fe0bd40b,1,API810_635,legacy_valid_full_input,9
首轮专家复核,物理,Physics,A,Q17,43fbb689d5c38316,06eee019a2e2388a7fe805df46c4f27064f2fac5aa202d7e69736ee2c1e9714e,claude_A_C06,Anthropic Claude,Anthropic Claude,C06,摩擦力与运动,unique_exact,direct_all_field_exact,1,,claude_A_C06,,,0,broad_scheduled_item,True,ca276016122f01918523737cf9e7415c7d10475c9872e19ae3c4918ee1b307fa,1,API810_096,legacy_valid_full_input,9
首轮专家复核,物理,Physics,A,Q18,20298cfa0e528885,a312c3245b8304d886efca02bff31e4beee612bc8d84f10ff6872da308efd425,Gemini_A_C06,Google Gemini,Google Gemini,C06,摩擦力与运动,unique_exact,direct_all_field_exact,1,,Gemini_A_C06,,,0,broad_scheduled_item,True,1d27ac5ec73b487c00a0bcc0ea79fa9f439ee0b3b4a33c5fe233cc6f9db0b3b8,1,API810_366,legacy_valid_full_input,9
首轮专家复核,物理,Physics,B,Q20,ad8b35f20cb10412,d7ac350de8eec2822750888742c946bcb390841a7a06a267797cdca40e2d3c5b,豆包_B_C01,ByteDance Doubao,ByteDance Doubao,C01,惯性,exact_via_cross_domain_schedule,all_field_exact_plus_cross_domain_schedule,5,claude_B_C01;豆包_B_C01;DEEPSEEK_B_C01;Gemini_B_C01;KIMI_B_C01,claude_B_C01;豆包_B_C01;DEEPSEEK_B_C01;Gemini_B_C01;KIMI_B_C01,ByteDance Doubao,,0,broad_scheduled_item,False,e6a4a50e0e15e3dee331ba4b16ae969925bbf6fed365acd70a2b1fe109d55f38,5,API810_211,legacy_valid_full_input,9
