wave,domain,task,concept_id,concept,selection_role,stimulus_signature_sha256,dimension,human_score,human_sd,n_human_raters,n_questionnaire_placements,api_score,api_score_raw,n_api_ratings,n_source_uids,n_judges,min_uid_judge_coverage,max_uid_judge_coverage,source_uids,generators,aggregation,risk_direction,api_z,human_z
二次专家复核,Physics,C,C02,净力与加速度,low_human_disagreement_control,ba9406a37cf14f5673a55fe0a9d78b240a3c3b8ce9b4f03e9e99e3365c58ae98,cc,3.238095238095238,0.9952267030562386,21,1,2.5555555555555554,2.5555555555555554,9,1,9,9,9,豆包_C_C02,ByteDance Doubao,mean,aligned_high_is_good,-0.3743195472562072,0.11956269953892387
二次专家复核,Physics,C,C02,净力与加速度,low_human_disagreement_control,ba9406a37cf14f5673a55fe0a9d78b240a3c3b8ce9b4f03e9e99e3365c58ae98,fa,4.142857142857143,1.2363540870525032,21,1,3.7777777777777777,3.7777777777777777,9,1,9,9,9,豆包_C_C02,ByteDance Doubao,mean,aligned_high_is_good,-0.23327149785437346,0.18241923646427982
二次专家复核,Physics,C,C02,净力与加速度,low_human_disagreement_control,ba9406a37cf14f5673a55fe0a9d78b240a3c3b8ce9b4f03e9e99e3365c58ae98,lc,3.9047619047619047,0.9952267030562384,21,1,4.0,4.0,9,1,9,9,9,豆包_C_C02,ByteDance Doubao,mean,aligned_high_is_good,-0.8538225108533233,-1.4237246639279848
二次专家复核,Physics,C,C02,净力与加速度,low_human_disagreement_control,ba9406a37cf14f5673a55fe0a9d78b240a3c3b8ce9b4f03e9e99e3365c58ae98,mq,3.0,1.0488088481701516,21,1,2.5555555555555554,2.5555555555555554,9,1,9,9,9,豆包_C_C02,ByteDance Doubao,mean,aligned_high_is_good,-1.3575565699220453,-1.1635766446491282
二次专家复核,Physics,C,C02,净力与加速度,low_human_disagreement_control,ba9406a37cf14f5673a55fe0a9d78b240a3c3b8ce9b4f03e9e99e3365c58ae98,risk,4.142857142857143,0.9102589898327995,21,1,3.6666666666666665,2.3333333333333335,9,1,9,9,9,豆包_C_C02,ByteDance Doubao,mean,aligned_high_is_good,-0.5207771797441787,0.6464384445302307
二次专家复核,Physics,C,C02,净力与加速度,low_human_disagreement_control,ba9406a37cf14f5673a55fe0a9d78b240a3c3b8ce9b4f03e9e99e3365c58ae98,tf,4.095238095238095,1.0442586798663398,21,1,4.111111111111111,4.111111111111111,9,1,9,9,9,豆包_C_C02,ByteDance Doubao,mean,aligned_high_is_good,0.12556274172053,-0.10104961393903805
二次专家复核,Physics,C,C04,抛体运动,high_human_disagreement,6a1e603b59f6aceaa1068ae766d5aabd08ba268c244abc16e20ec56868b919b3,cc,2.6666666666666665,1.591644851508443,21,1,1.5555555555555556,1.5555555555555556,9,1,9,9,9,千问_C_C04,Alibaba Qwen,mean,aligned_high_is_good,-1.9485606338477364,-1.619637417896364
二次专家复核,Physics,C,C04,抛体运动,high_human_disagreement,6a1e603b59f6aceaa1068ae766d5aabd08ba268c244abc16e20ec56868b919b3,fa,2.761904761904762,1.6402671094904604,21,1,1.6666666666666667,1.6666666666666667,9,1,9,9,9,千问_C_C04,Alibaba Qwen,mean,aligned_high_is_good,-3.1364320606708165,-3.660296366333944
二次专家复核,Physics,C,C04,抛体运动,high_human_disagreement,6a1e603b59f6aceaa1068ae766d5aabd08ba268c244abc16e20ec56868b919b3,lc,3.857142857142857,1.01418510567422,21,1,3.2222222222222223,3.2222222222222223,9,1,9,9,9,千问_C_C04,Alibaba Qwen,mean,aligned_high_is_good,-2.5845438166370855,-1.6857509989896153
二次专家复核,Physics,C,C04,抛体运动,high_human_disagreement,6a1e603b59f6aceaa1068ae766d5aabd08ba268c244abc16e20ec56868b919b3,mq,2.6666666666666665,1.7126976771553508,21,1,1.5555555555555556,1.5555555555555556,9,1,9,9,9,千问_C_C04,Alibaba Qwen,mean,aligned_high_is_good,-2.577730584166227,-1.9882343141436696
二次专家复核,Physics,C,C04,抛体运动,high_human_disagreement,6a1e603b59f6aceaa1068ae766d5aabd08ba268c244abc16e20ec56868b919b3,risk,2.619047619047619,1.6271505915615332,21,1,2.0,4.0,9,1,9,9,9,千问_C_C04,Alibaba Qwen,mean,aligned_high_is_good,-3.0570296784982975,-3.4661663412552786
二次专家复核,Physics,C,C04,抛体运动,high_human_disagreement,6a1e603b59f6aceaa1068ae766d5aabd08ba268c244abc16e20ec56868b919b3,tf,3.619047619047619,1.4309504001254019,21,1,3.0,3.0,9,1,9,9,9,千问_C_C04,Alibaba Qwen,mean,aligned_high_is_good,-1.4310001721703511,-2.007779422929735
首轮专家复核,Biology,A,C13,自然选择,broad_scheduled_item,18e5cc722394f9153199d5fdd503c87d021f810b1bf2065ce2a45ec801ea3dd9,cc,3.25,0.957427107756338,4,1,3.2222222222222223,3.2222222222222223,9,1,9,9,9,mimo_A_C13,Mimo,mean,aligned_high_is_good,0.7333902025710272,-1.5174683681597578
首轮专家复核,Biology,A,C13,自然选择,broad_scheduled_item,18e5cc722394f9153199d5fdd503c87d021f810b1bf2065ce2a45ec801ea3dd9,fa,3.75,1.2583057392117916,4,1,4.111111111111111,4.111111111111111,9,1,9,9,9,mimo_A_C13,Mimo,mean,aligned_high_is_good,0.040257174094781537,-1.5492552721317705
首轮专家复核,Biology,A,C13,自然选择,broad_scheduled_item,18e5cc722394f9153199d5fdd503c87d021f810b1bf2065ce2a45ec801ea3dd9,lc,3.25,1.2583057392117916,4,1,4.777777777777778,4.777777777777778,9,1,9,9,9,mimo_A_C13,Mimo,mean,aligned_high_is_good,0.7424142350829657,-1.9564096184904018
首轮专家复核,Biology,A,C13,自然选择,broad_scheduled_item,18e5cc722394f9153199d5fdd503c87d021f810b1bf2065ce2a45ec801ea3dd9,mq,3.75,1.4999999999999998,4,1,4.222222222222222,4.222222222222222,9,1,9,9,9,mimo_A_C13,Mimo,mean,aligned_high_is_good,0.6063431011904917,-0.031400841621530826
首轮专家复核,Biology,A,C13,自然选择,broad_scheduled_item,18e5cc722394f9153199d5fdd503c87d021f810b1bf2065ce2a45ec801ea3dd9,risk,3.5,1.2909944487358056,4,1,4.444444444444445,1.5555555555555556,9,1,9,9,9,mimo_A_C13,Mimo,mean,aligned_high_is_good,0.6422228002100344,-1.3698802464593598
首轮专家复核,Biology,A,C13,自然选择,broad_scheduled_item,18e5cc722394f9153199d5fdd503c87d021f810b1bf2065ce2a45ec801ea3dd9,tf,3.5,1.0,4,1,4.555555555555555,4.555555555555555,9,1,9,9,9,mimo_A_C13,Mimo,mean,aligned_high_is_good,0.5911321459835641,-1.4449764700478323
首轮专家复核,Biology,A,C13,自然选择,broad_scheduled_item,5ed8c439fd35694c40570aebd16b97f2c009eed8e2a8a6e4da746470ab07aaef,cc,3.75,0.49999999999999994,4,1,3.2222222222222223,3.2222222222222223,9,1,9,9,9,GLM_A_C13,Zhipu GLM,mean,aligned_high_is_good,0.7333902025710272,-0.5860567490823891
首轮专家复核,Biology,A,C13,自然选择,broad_scheduled_item,5ed8c439fd35694c40570aebd16b97f2c009eed8e2a8a6e4da746470ab07aaef,fa,4.0,0.8164965809277259,4,1,4.222222222222222,4.222222222222222,9,1,9,9,9,GLM_A_C13,Zhipu GLM,mean,aligned_high_is_good,0.2428437610176414,-1.0116969126006687
首轮专家复核,Biology,A,C13,自然选择,broad_scheduled_item,5ed8c439fd35694c40570aebd16b97f2c009eed8e2a8a6e4da746470ab07aaef,lc,3.25,0.9574271077563381,4,1,4.666666666666667,4.666666666666667,9,1,9,9,9,GLM_A_C13,Zhipu GLM,mean,aligned_high_is_good,0.47270517423003816,-1.9564096184904018
首轮专家复核,Biology,A,C13,自然选择,broad_scheduled_item,5ed8c439fd35694c40570aebd16b97f2c009eed8e2a8a6e4da746470ab07aaef,mq,3.5,1.2909944487358056,4,1,4.333333333333333,4.333333333333333,9,1,9,9,9,GLM_A_C13,Zhipu GLM,mean,aligned_high_is_good,0.7742924841007154,-0.3601861244822657
首轮专家复核,Biology,A,C13,自然选择,broad_scheduled_item,5ed8c439fd35694c40570aebd16b97f2c009eed8e2a8a6e4da746470ab07aaef,risk,3.5,1.2909944487358056,4,1,4.333333333333333,1.6666666666666667,9,1,9,9,9,GLM_A_C13,Zhipu GLM,mean,aligned_high_is_good,0.4116281344669344,-1.3698802464593598
首轮专家复核,Biology,A,C13,自然选择,broad_scheduled_item,5ed8c439fd35694c40570aebd16b97f2c009eed8e2a8a6e4da746470ab07aaef,tf,4.0,0.0,4,1,4.555555555555555,4.555555555555555,9,1,9,9,9,GLM_A_C13,Zhipu GLM,mean,aligned_high_is_good,0.5911321459835641,-0.42025212077088336
首轮专家复核,Biology,A,C14,进化没有预设目标,broad_scheduled_item,45eb7e7689ea9d0a5a121547d656054859024d88f048d59199491a335d60867b,cc,3.75,0.5,4,1,3.3333333333333335,3.3333333333333335,9,1,9,9,9,claude_A_C14,Anthropic Claude,mean,aligned_high_is_good,0.9595569663576572,-0.5860567490823891
首轮专家复核,Biology,A,C14,进化没有预设目标,broad_scheduled_item,45eb7e7689ea9d0a5a121547d656054859024d88f048d59199491a335d60867b,fa,4.5,0.5773502691896257,4,1,4.444444444444445,4.444444444444445,9,1,9,9,9,claude_A_C14,Anthropic Claude,mean,aligned_high_is_good,0.6480169348633595,0.06341980646153468
首轮专家复核,Biology,A,C14,进化没有预设目标,broad_scheduled_item,45eb7e7689ea9d0a5a121547d656054859024d88f048d59199491a335d60867b,lc,3.75,1.2583057392117916,4,1,5.0,5.0,9,1,9,9,9,claude_A_C14,Anthropic Claude,mean,aligned_high_is_good,1.2818323567888228,-0.8963155177558766
首轮专家复核,Biology,A,C14,进化没有预设目标,broad_scheduled_item,45eb7e7689ea9d0a5a121547d656054859024d88f048d59199491a335d60867b,mq,3.5,1.2909944487358056,4,1,4.444444444444445,4.444444444444445,9,1,9,9,9,claude_A_C14,Anthropic Claude,mean,aligned_high_is_good,0.9422418670109405,-0.3601861244822657
首轮专家复核,Biology,A,C14,进化没有预设目标,broad_scheduled_item,45eb7e7689ea9d0a5a121547d656054859024d88f048d59199491a335d60867b,risk,3.75,1.2583057392117916,4,1,4.555555555555555,1.4444444444444444,9,1,9,9,9,claude_A_C14,Anthropic Claude,mean,aligned_high_is_good,0.8728174659531327,-0.917489367294673
首轮专家复核,Biology,A,C14,进化没有预设目标,broad_scheduled_item,45eb7e7689ea9d0a5a121547d656054859024d88f048d59199491a335d60867b,tf,3.75,1.2583057392117916,4,1,4.888888888888889,4.888888888888889,9,1,9,9,9,claude_A_C14,Anthropic Claude,mean,aligned_high_is_good,1.12535485322368,-0.9326142954093578
首轮专家复核,Biology,A,C14,进化没有预设目标,broad_scheduled_item,998ea733c41b9b533e63fda9fd53cf6acb859bde165575914a64240dba151cd0,cc,3.5,0.5773502691896257,4,1,3.4444444444444446,3.4444444444444446,9,1,9,9,9,GLM_A_C14,Zhipu GLM,mean,aligned_high_is_good,1.1857237301442873,-1.0517625586210735
首轮专家复核,Biology,A,C14,进化没有预设目标,broad_scheduled_item,998ea733c41b9b533e63fda9fd53cf6acb859bde165575914a64240dba151cd0,fa,3.25,0.957427107756338,4,1,4.555555555555555,4.555555555555555,9,1,9,9,9,GLM_A_C14,Zhipu GLM,mean,aligned_high_is_good,0.8506035217862178,-2.624371991193974
首轮专家复核,Biology,A,C14,进化没有预设目标,broad_scheduled_item,998ea733c41b9b533e63fda9fd53cf6acb859bde165575914a64240dba151cd0,lc,3.0,0.816496580927726,4,1,4.777777777777778,4.777777777777778,9,1,9,9,9,GLM_A_C14,Zhipu GLM,mean,aligned_high_is_good,0.7424142350829657,-2.4864566688576644
首轮专家复核,Biology,A,C14,进化没有预设目标,broad_scheduled_item,998ea733c41b9b533e63fda9fd53cf6acb859bde165575914a64240dba151cd0,mq,3.0,0.816496580927726,4,1,4.444444444444445,4.444444444444445,9,1,9,9,9,GLM_A_C14,Zhipu GLM,mean,aligned_high_is_good,0.9422418670109405,-1.0177566902037354
首轮专家复核,Biology,A,C14,进化没有预设目标,broad_scheduled_item,998ea733c41b9b533e63fda9fd53cf6acb859bde165575914a64240dba151cd0,risk,3.25,0.9574271077563381,4,1,4.444444444444445,1.5555555555555556,9,1,9,9,9,GLM_A_C14,Zhipu GLM,mean,aligned_high_is_good,0.6422228002100344,-1.8222711256240465
首轮专家复核,Biology,A,C14,进化没有预设目标,broad_scheduled_item,998ea733c41b9b533e63fda9fd53cf6acb859bde165575914a64240dba151cd0,tf,3.0,0.816496580927726,4,1,4.666666666666667,4.666666666666667,9,1,9,9,9,GLM_A_C14,Zhipu GLM,mean,aligned_high_is_good,0.7692063817302699,-2.4697008193247814
首轮专家复核,Biology,A,C15,随机变异与非随机选择,broad_scheduled_item,039a757c47dd75a61e17599d99771e2f8690ae46d00c44dfde41db2675b057ce,cc,3.25,1.2583057392117916,4,1,3.4444444444444446,3.4444444444444446,9,1,9,9,9,mimo_A_C15,Mimo,mean,aligned_high_is_good,1.1857237301442873,-1.5174683681597578
首轮专家复核,Biology,A,C15,随机变异与非随机选择,broad_scheduled_item,039a757c47dd75a61e17599d99771e2f8690ae46d00c44dfde41db2675b057ce,fa,3.5,1.2909944487358054,4,1,4.777777777777778,4.777777777777778,9,1,9,9,9,mimo_A_C15,Mimo,mean,aligned_high_is_good,1.2557766956319358,-2.086813631662872
首轮专家复核,Biology,A,C15,随机变异与非随机选择,broad_scheduled_item,039a757c47dd75a61e17599d99771e2f8690ae46d00c44dfde41db2675b057ce,lc,4.0,0.816496580927726,4,1,4.888888888888889,4.888888888888889,9,1,9,9,9,mimo_A_C15,Mimo,mean,aligned_high_is_good,1.0121232959358952,-0.36626846738861396
首轮专家复核,Biology,A,C15,随机变异与非随机选择,broad_scheduled_item,039a757c47dd75a61e17599d99771e2f8690ae46d00c44dfde41db2675b057ce,mq,3.75,1.2583057392117916,4,1,4.888888888888889,4.888888888888889,9,1,9,9,9,mimo_A_C15,Mimo,mean,aligned_high_is_good,1.6140393986518378,-0.031400841621530826
首轮专家复核,Biology,A,C15,随机变异与非随机选择,broad_scheduled_item,039a757c47dd75a61e17599d99771e2f8690ae46d00c44dfde41db2675b057ce,risk,3.5,1.2909944487358056,4,1,4.777777777777778,1.2222222222222223,9,1,9,9,9,mimo_A_C15,Mimo,mean,aligned_high_is_good,1.334006797439331,-1.3698802464593598
首轮专家复核,Biology,A,C15,随机变异与非随机选择,broad_scheduled_item,039a757c47dd75a61e17599d99771e2f8690ae46d00c44dfde41db2675b057ce,tf,3.75,0.9574271077563381,4,1,4.888888888888889,4.888888888888889,9,1,9,9,9,mimo_A_C15,Mimo,mean,aligned_high_is_good,1.12535485322368,-0.9326142954093578
首轮专家复核,Biology,A,C15,随机变异与非随机选择,broad_scheduled_item,e58b3f9655c5b767f1dc7181d7ed86de93e59bd2d6cef3a77805d2b8adddfc9b,cc,3.25,1.2583057392117918,4,1,2.888888888888889,2.888888888888889,9,1,9,9,9,豆包_A_C15,ByteDance Doubao,mean,aligned_high_is_good,0.05488991121113677,-1.5174683681597578
首轮专家复核,Biology,A,C15,随机变异与非随机选择,broad_scheduled_item,e58b3f9655c5b767f1dc7181d7ed86de93e59bd2d6cef3a77805d2b8adddfc9b,fa,3.5,0.5773502691896257,4,1,4.555555555555555,4.555555555555555,9,1,9,9,9,豆包_A_C15,ByteDance Doubao,mean,aligned_high_is_good,0.8506035217862178,-2.086813631662872
首轮专家复核,Biology,A,C15,随机变异与非随机选择,broad_scheduled_item,e58b3f9655c5b767f1dc7181d7ed86de93e59bd2d6cef3a77805d2b8adddfc9b,lc,3.0,1.1547005383792515,4,1,4.666666666666667,4.666666666666667,9,1,9,9,9,豆包_A_C15,ByteDance Doubao,mean,aligned_high_is_good,0.47270517423003816,-2.4864566688576644
首轮专家复核,Biology,A,C15,随机变异与非随机选择,broad_scheduled_item,e58b3f9655c5b767f1dc7181d7ed86de93e59bd2d6cef3a77805d2b8adddfc9b,mq,2.75,1.5,4,1,4.111111111111111,4.111111111111111,9,1,9,9,9,豆包_A_C15,ByteDance Doubao,mean,aligned_high_is_good,0.43839371828026674,-1.3465419730644703
首轮专家复核,Biology,A,C15,随机变异与非随机选择,broad_scheduled_item,e58b3f9655c5b767f1dc7181d7ed86de93e59bd2d6cef3a77805d2b8adddfc9b,risk,2.75,0.9574271077563381,4,1,4.555555555555555,1.4444444444444444,9,1,9,9,9,豆包_A_C15,ByteDance Doubao,mean,aligned_high_is_good,0.8728174659531327,-2.72705288395342
首轮专家复核,Biology,A,C15,随机变异与非随机选择,broad_scheduled_item,e58b3f9655c5b767f1dc7181d7ed86de93e59bd2d6cef3a77805d2b8adddfc9b,tf,3.5,0.5773502691896257,4,1,4.555555555555555,4.555555555555555,9,1,9,9,9,豆包_A_C15,ByteDance Doubao,mean,aligned_high_is_good,0.5911321459835641,-1.4449764700478323
首轮专家复核,Biology,A,C16,遗传信息与性状,broad_scheduled_item,ed47940408af18d43bf1885d7a9449aba6725177bae5f03b22291d9f77d3e704,cc,4.5,0.5773502691896257,4,1,2.5555555555555554,2.5555555555555554,9,1,9,9,9,千问_A_C16,Alibaba Qwen,mean,aligned_high_is_good,-0.6236103801487536,0.811060679533664
首轮专家复核,Biology,A,C16,遗传信息与性状,broad_scheduled_item,ed47940408af18d43bf1885d7a9449aba6725177bae5f03b22291d9f77d3e704,fa,4.75,0.4999999999999999,4,1,3.888888888888889,3.888888888888889,9,1,9,9,9,千问_A_C16,Alibaba Qwen,mean,aligned_high_is_good,-0.36491599975093575,0.6009781659926364
首轮专家复核,Biology,A,C16,遗传信息与性状,broad_scheduled_item,ed47940408af18d43bf1885d7a9449aba6725177bae5f03b22291d9f77d3e704,lc,4.5,0.5773502691896257,4,1,4.666666666666667,4.666666666666667,9,1,9,9,9,千问_A_C16,Alibaba Qwen,mean,aligned_high_is_good,0.47270517423003816,0.6938256333459113
首轮专家复核,Biology,A,C16,遗传信息与性状,broad_scheduled_item,ed47940408af18d43bf1885d7a9449aba6725177bae5f03b22291d9f77d3e704,mq,4.75,0.4999999999999999,4,1,3.7777777777777777,3.7777777777777777,9,1,9,9,9,千问_A_C16,Alibaba Qwen,mean,aligned_high_is_good,-0.0654544304504056,1.2837402898214088
首轮专家复核,Biology,A,C16,遗传信息与性状,broad_scheduled_item,ed47940408af18d43bf1885d7a9449aba6725177bae5f03b22291d9f77d3e704,risk,4.75,0.4999999999999999,4,1,3.888888888888889,2.111111111111111,9,1,9,9,9,千问_A_C16,Alibaba Qwen,mean,aligned_high_is_good,-0.5107505285054612,0.892074149364074
首轮专家复核,Biology,A,C16,遗传信息与性状,broad_scheduled_item,ed47940408af18d43bf1885d7a9449aba6725177bae5f03b22291d9f77d3e704,tf,4.25,0.9574271077563381,4,1,3.888888888888889,3.888888888888889,9,1,9,9,9,千问_A_C16,Alibaba Qwen,mean,aligned_high_is_good,-0.4773132684966654,0.09211005386759115
首轮专家复核,Biology,A,C16,遗传信息与性状,broad_scheduled_item,f6a7ee29fba788419605517435c49b67f26e6b1d46c0c659c13028d8b46a596d,cc,2.75,0.9574271077563381,4,1,3.3333333333333335,3.3333333333333335,9,1,9,9,9,豆包_A_C16,ByteDance Doubao,mean,aligned_high_is_good,0.9595569663576572,-2.4488799872371265
首轮专家复核,Biology,A,C16,遗传信息与性状,broad_scheduled_item,f6a7ee29fba788419605517435c49b67f26e6b1d46c0c659c13028d8b46a596d,fa,4.25,0.4999999999999999,4,1,3.7777777777777777,3.7777777777777777,9,1,9,9,9,豆包_A_C16,ByteDance Doubao,mean,aligned_high_is_good,-0.5675025866737948,-0.47413855306956704
首轮专家复核,Biology,A,C16,遗传信息与性状,broad_scheduled_item,f6a7ee29fba788419605517435c49b67f26e6b1d46c0c659c13028d8b46a596d,lc,4.0,0.816496580927726,4,1,4.444444444444445,4.444444444444445,9,1,9,9,9,豆包_A_C16,ByteDance Doubao,mean,aligned_high_is_good,-0.06671294747581892,-0.36626846738861396
首轮专家复核,Biology,A,C16,遗传信息与性状,broad_scheduled_item,f6a7ee29fba788419605517435c49b67f26e6b1d46c0c659c13028d8b46a596d,mq,4.5,0.5773502691896258,4,1,4.0,4.0,9,1,9,9,9,豆包_A_C16,ByteDance Doubao,mean,aligned_high_is_good,0.2704443353700431,0.9549550069606738
首轮专家复核,Biology,A,C16,遗传信息与性状,broad_scheduled_item,f6a7ee29fba788419605517435c49b67f26e6b1d46c0c659c13028d8b46a596d,risk,3.75,1.2583057392117916,4,1,4.0,2.0,9,1,9,9,9,豆包_A_C16,ByteDance Doubao,mean,aligned_high_is_good,-0.2801558627623621,-0.917489367294673
首轮专家复核,Biology,A,C16,遗传信息与性状,broad_scheduled_item,f6a7ee29fba788419605517435c49b67f26e6b1d46c0c659c13028d8b46a596d,tf,3.5,1.0,4,1,4.0,4.0,9,1,9,9,9,豆包_A_C16,ByteDance Doubao,mean,aligned_high_is_good,-0.29923903274996033,-1.4449764700478323
首轮专家复核,Biology,A,C17,能量流动与物质循环,broad_scheduled_item,74c5123fcdebc0e40a592550a30bcd77797fe20bf30610f7758d522ec1bfaf8b,cc,3.0,1.4142135623730951,4,1,2.888888888888889,2.888888888888889,9,1,9,9,9,DEEPSEEK_A_C17,DeepSeek,mean,aligned_high_is_good,0.05488991121113677,-1.9831741776984422
首轮专家复核,Biology,A,C17,能量流动与物质循环,broad_scheduled_item,74c5123fcdebc0e40a592550a30bcd77797fe20bf30610f7758d522ec1bfaf8b,fa,4.5,0.5773502691896257,4,1,4.333333333333333,4.333333333333333,9,1,9,9,9,DEEPSEEK_A_C17,DeepSeek,mean,aligned_high_is_good,0.4454303479404996,0.06341980646153468
首轮专家复核,Biology,A,C17,能量流动与物质循环,broad_scheduled_item,74c5123fcdebc0e40a592550a30bcd77797fe20bf30610f7758d522ec1bfaf8b,lc,3.75,1.5,4,1,4.777777777777778,4.777777777777778,9,1,9,9,9,DEEPSEEK_A_C17,DeepSeek,mean,aligned_high_is_good,0.7424142350829657,-0.8963155177558766
首轮专家复核,Biology,A,C17,能量流动与物质循环,broad_scheduled_item,74c5123fcdebc0e40a592550a30bcd77797fe20bf30610f7758d522ec1bfaf8b,mq,3.5,1.2909944487358054,4,1,4.333333333333333,4.333333333333333,9,1,9,9,9,DEEPSEEK_A_C17,DeepSeek,mean,aligned_high_is_good,0.7742924841007154,-0.3601861244822657
首轮专家复核,Biology,A,C17,能量流动与物质循环,broad_scheduled_item,74c5123fcdebc0e40a592550a30bcd77797fe20bf30610f7758d522ec1bfaf8b,risk,3.25,1.2583057392117916,4,1,4.555555555555555,1.4444444444444444,9,1,9,9,9,DEEPSEEK_A_C17,DeepSeek,mean,aligned_high_is_good,0.8728174659531327,-1.8222711256240465
首轮专家复核,Biology,A,C17,能量流动与物质循环,broad_scheduled_item,74c5123fcdebc0e40a592550a30bcd77797fe20bf30610f7758d522ec1bfaf8b,tf,4.25,0.9574271077563381,4,1,4.555555555555555,4.555555555555555,9,1,9,9,9,DEEPSEEK_A_C17,DeepSeek,mean,aligned_high_is_good,0.5911321459835641,0.09211005386759115
首轮专家复核,Biology,A,C17,能量流动与物质循环,broad_scheduled_item,fb113f24961e2e69a3a1522040780ae97dad7b97b44b132aa521447edb35f45c,cc,4.25,0.9574271077563382,4,1,3.0,3.0,9,1,9,9,9,GPT_A_C17,OpenAI GPT,mean,aligned_high_is_good,0.2810566749977669,0.34535486999497966
首轮专家复核,Biology,A,C17,能量流动与物质循环,broad_scheduled_item,fb113f24961e2e69a3a1522040780ae97dad7b97b44b132aa521447edb35f45c,fa,4.75,0.4999999999999999,4,1,4.555555555555555,4.555555555555555,9,1,9,9,9,GPT_A_C17,OpenAI GPT,mean,aligned_high_is_good,0.8506035217862178,0.6009781659926364
首轮专家复核,Biology,A,C17,能量流动与物质循环,broad_scheduled_item,fb113f24961e2e69a3a1522040780ae97dad7b97b44b132aa521447edb35f45c,lc,4.5,0.5773502691896257,4,1,4.555555555555555,4.555555555555555,9,1,9,9,9,GPT_A_C17,OpenAI GPT,mean,aligned_high_is_good,0.20299611337710854,0.6938256333459113
首轮专家复核,Biology,A,C17,能量流动与物质循环,broad_scheduled_item,fb113f24961e2e69a3a1522040780ae97dad7b97b44b132aa521447edb35f45c,mq,4.25,0.9574271077563382,4,1,4.222222222222222,4.222222222222222,9,1,9,9,9,GPT_A_C17,OpenAI GPT,mean,aligned_high_is_good,0.6063431011904917,0.6261697240999389
首轮专家复核,Biology,A,C17,能量流动与物质循环,broad_scheduled_item,fb113f24961e2e69a3a1522040780ae97dad7b97b44b132aa521447edb35f45c,risk,4.25,0.9574271077563382,4,1,4.555555555555555,1.4444444444444444,9,1,9,9,9,GPT_A_C17,OpenAI GPT,mean,aligned_high_is_good,0.8728174659531327,-0.012707608965299468
首轮专家复核,Biology,A,C17,能量流动与物质循环,broad_scheduled_item,fb113f24961e2e69a3a1522040780ae97dad7b97b44b132aa521447edb35f45c,tf,4.5,1.0,4,1,4.555555555555555,4.555555555555555,9,1,9,9,9,GPT_A_C17,OpenAI GPT,mean,aligned_high_is_good,0.5911321459835641,0.6044722285060656
首轮专家复核,Biology,A,C18,光合作用与细胞呼吸,broad_scheduled_item,11023034f2d05500723543f8d3b11375b133f377eef29e2d1a1332e86238eac3,cc,4.0,0.816496580927726,4,1,3.3333333333333335,3.3333333333333335,9,1,9,9,9,Gemini_A_C18,Google Gemini,mean,aligned_high_is_good,0.9595569663576572,-0.12035093954370472
首轮专家复核,Biology,A,C18,光合作用与细胞呼吸,broad_scheduled_item,11023034f2d05500723543f8d3b11375b133f377eef29e2d1a1332e86238eac3,fa,4.5,1.0,4,1,4.666666666666667,4.666666666666667,9,1,9,9,9,Gemini_A_C18,Google Gemini,mean,aligned_high_is_good,1.0531901087090776,0.06341980646153468
首轮专家复核,Biology,A,C18,光合作用与细胞呼吸,broad_scheduled_item,11023034f2d05500723543f8d3b11375b133f377eef29e2d1a1332e86238eac3,lc,4.0,0.0,4,1,4.888888888888889,4.888888888888889,9,1,9,9,9,Gemini_A_C18,Google Gemini,mean,aligned_high_is_good,1.0121232959358952,-0.36626846738861396
首轮专家复核,Biology,A,C18,光合作用与细胞呼吸,broad_scheduled_item,11023034f2d05500723543f8d3b11375b133f377eef29e2d1a1332e86238eac3,mq,3.25,0.957427107756338,4,1,4.444444444444445,4.444444444444445,9,1,9,9,9,Gemini_A_C18,Google Gemini,mean,aligned_high_is_good,0.9422418670109405,-0.6889714073430006
首轮专家复核,Biology,A,C18,光合作用与细胞呼吸,broad_scheduled_item,11023034f2d05500723543f8d3b11375b133f377eef29e2d1a1332e86238eac3,risk,3.75,1.2583057392117916,4,1,4.666666666666667,1.3333333333333333,9,1,9,9,9,Gemini_A_C18,Google Gemini,mean,aligned_high_is_good,1.1034121316962326,-0.917489367294673
首轮专家复核,Biology,A,C18,光合作用与细胞呼吸,broad_scheduled_item,11023034f2d05500723543f8d3b11375b133f377eef29e2d1a1332e86238eac3,tf,4.25,0.9574271077563381,4,1,4.555555555555555,4.555555555555555,9,1,9,9,9,Gemini_A_C18,Google Gemini,mean,aligned_high_is_good,0.5911321459835641,0.09211005386759115
首轮专家复核,Biology,A,C18,光合作用与细胞呼吸,broad_scheduled_item,89bb019a3508d18539ee9a9c8d42f37c3e7fff7e09db2f5aff3be43c230a7cad,cc,4.0,0.816496580927726,4,1,3.3333333333333335,3.3333333333333335,9,1,9,9,9,claude_A_C18,Anthropic Claude,mean,aligned_high_is_good,0.9595569663576572,-0.12035093954370472
首轮专家复核,Biology,A,C18,光合作用与细胞呼吸,broad_scheduled_item,89bb019a3508d18539ee9a9c8d42f37c3e7fff7e09db2f5aff3be43c230a7cad,fa,4.25,0.4999999999999999,4,1,4.222222222222222,4.222222222222222,9,1,9,9,9,claude_A_C18,Anthropic Claude,mean,aligned_high_is_good,0.2428437610176414,-0.47413855306956704
