layer,row_key,query_concept_id,confirmed_item_id,mapping_evidence,rank,item_id,generator,model,task,domain,concept_id,concept,score
constructed_controlled_contrast,DIFF_A06_A,C26,,retrieval_candidate_only_no_uid_provenance,2,claude_A_C26,Anthropic Claude,Anthropic Claude,A,Climate/Environment,C26,天气与气候,0.13862980376534928
constructed_controlled_contrast,DIFF_A06_A,C26,,retrieval_candidate_only_no_uid_provenance,3,豆包_A_C26,ByteDance Doubao,ByteDance Doubao,A,Climate/Environment,C26,天气与气候,0.11711006438486643
constructed_controlled_contrast,DIFF_A06_A,C26,,retrieval_candidate_only_no_uid_provenance,4,DEEPSEEK_A_C26,DeepSeek,DeepSeek,A,Climate/Environment,C26,天气与气候,0.09446246392252793
constructed_controlled_contrast,DIFF_A06_A,C26,,retrieval_candidate_only_no_uid_provenance,5,GLM_C_C26,Zhipu GLM,Zhipu GLM,C,Climate/Environment,C26,天气与气候,0.09212944035195059
constructed_controlled_contrast,DIFF_A06_B,C26,,retrieval_candidate_only_no_uid_provenance,1,GLM_C_C26,Zhipu GLM,Zhipu GLM,C,Climate/Environment,C26,天气与气候,0.11918901733548948
constructed_controlled_contrast,DIFF_A06_B,C26,,retrieval_candidate_only_no_uid_provenance,2,GPT_C_C26,OpenAI GPT,OpenAI GPT,C,Climate/Environment,C26,天气与气候,0.0902600391794701
constructed_controlled_contrast,DIFF_A06_B,C26,,retrieval_candidate_only_no_uid_provenance,3,Gemini_A_C26,Google Gemini,Google Gemini,A,Climate/Environment,C26,天气与气候,0.08851148179237422
constructed_controlled_contrast,DIFF_A06_B,C26,,retrieval_candidate_only_no_uid_provenance,4,千问_C_C26,Alibaba Qwen,Alibaba Qwen,C,Climate/Environment,C26,天气与气候,0.07179988917287491
constructed_controlled_contrast,DIFF_A06_B,C26,,retrieval_candidate_only_no_uid_provenance,5,Gemini_C_C26,Google Gemini,Google Gemini,C,Climate/Environment,C26,天气与气候,0.06996477388649322
constructed_controlled_contrast,DIFF_A08_A,C25,,retrieval_candidate_only_no_uid_provenance,1,豆包_A_C25,ByteDance Doubao,ByteDance Doubao,A,Climate/Environment,C25,温室效应,0.12782466641532433
constructed_controlled_contrast,DIFF_A08_A,C25,,retrieval_candidate_only_no_uid_provenance,2,GLM_A_C25,Zhipu GLM,Zhipu GLM,A,Climate/Environment,C25,温室效应,0.12575547351875271
constructed_controlled_contrast,DIFF_A08_A,C25,,retrieval_candidate_only_no_uid_provenance,3,千问_A_C25,Alibaba Qwen,Alibaba Qwen,A,Climate/Environment,C25,温室效应,0.11883025880801804
constructed_controlled_contrast,DIFF_A08_A,C25,,retrieval_candidate_only_no_uid_provenance,4,claude_C_C25,Anthropic Claude,Anthropic Claude,C,Climate/Environment,C25,温室效应,0.10595381826413294
constructed_controlled_contrast,DIFF_A08_A,C25,,retrieval_candidate_only_no_uid_provenance,5,千问_B_C25,Alibaba Qwen,Alibaba Qwen,B,Climate/Environment,C25,温室效应,0.10489888757201711
constructed_controlled_contrast,DIFF_A08_B,C25,,retrieval_candidate_only_no_uid_provenance,1,GLM_B_C25,Zhipu GLM,Zhipu GLM,B,Climate/Environment,C25,温室效应,0.20974222500466436
constructed_controlled_contrast,DIFF_A08_B,C25,,retrieval_candidate_only_no_uid_provenance,2,GLM_A_C25,Zhipu GLM,Zhipu GLM,A,Climate/Environment,C25,温室效应,0.20047585693993594
constructed_controlled_contrast,DIFF_A08_B,C25,,retrieval_candidate_only_no_uid_provenance,3,claude_A_C25,Anthropic Claude,Anthropic Claude,A,Climate/Environment,C25,温室效应,0.18532463615405656
constructed_controlled_contrast,DIFF_A08_B,C25,,retrieval_candidate_only_no_uid_provenance,4,Gemini_A_C25,Google Gemini,Google Gemini,A,Climate/Environment,C25,温室效应,0.1807156567004626
constructed_controlled_contrast,DIFF_A08_B,C25,,retrieval_candidate_only_no_uid_provenance,5,mimo_C_C25,Mimo,Mimo,C,Climate/Environment,C25,温室效应,0.17636670497244325
