repeat_item_id,api_item_id,source_item_uid,domain,concept_id,task_type,generator,generator_model,concept,text,content_json,text_sha256,content_json_sha256,existing_judge_rows,input_integrity_pass_rows,fresh_repetitions
RST038,API810_673,GPT_B_C13,Biology,C13,B,OpenAI GPT,OpenAI GPT,自然选择,"{""id"":""C13"",""concept"":""自然选择"",""title"":""深色飞蛾"",""scene"":""树林变暗后，深色飞蛾更难被鸟发现，留下更多后代。"",""tags"":[""选择"",""适应"",""繁殖""],""warning"":""生物不是想变强就变强。""}","{""concept"":""自然选择"",""id"":""C13"",""scene"":""树林变暗后，深色飞蛾更难被鸟发现，留下更多后代。"",""tags"":[""选择"",""适应"",""繁殖""],""title"":""深色飞蛾"",""warning"":""生物不是想变强就变强。""}",633beeea61eee1fce389f9aa0802bb2be8610d8ea82c527e4186605f00bac130,21a6ddf558571694ed68a037109ab21c8a44893e64f92673ae9cdcaf6dd3b97b,9,9,3
RST039,API810_253,豆包_C_C13,Biology,C13,C,ByteDance Doubao,ByteDance Doubao,自然选择,"{""id"":""C13"",""concept"":""自然选择"",""question"":""长颈鹿脖子长，因？"",""options"":{""A"":""适者生存，脖子长易觅食"",""B"":""主动变长"",""C"":""天生都长"",""D"":""基因突变突然变长""},""answer"":""A"",""explain"":""自然选择保留有利性状，逐代积累进化。""}","{""answer"":""A"",""concept"":""自然选择"",""explain"":""自然选择保留有利性状，逐代积累进化。"",""id"":""C13"",""options"":{""A"":""适者生存，脖子长易觅食"",""B"":""主动变长"",""C"":""天生都长"",""D"":""基因突变突然变长""},""question"":""长颈鹿脖子长，因？""}",7dc55295521da2a33b9281e796dcfe03155a638c8f2a2fb040620163a21f569e,d5ed6cafc0cf6a7d9652a2de046342b1e61e1e66365710b09bcbc115ffae6684,9,9,3
RST040,API810_194,豆包_A_C14,Biology,C14,A,ByteDance Doubao,ByteDance Doubao,进化没有预设目标,生物进化无固定方向，仅适应当下环境，无终极目标。,"{""concept"":""进化没有预设目标"",""correction"":""进化无预设目标，仅适配所处环境。"",""id"":""C14"",""misconception"":""进化会趋向更高级形态"",""text"":""生物进化无固定方向，仅适应当下环境，无终极目标。""}",c402a139197703fea3dc7e7bc809f932eaf2d16bdad924fbea3d5570beb6eea2,6988fafd51f62dc99960f1419d71b09a8ce47441d9bcf49420cc72b821ed93c8,9,9,3
RST041,API810_404,Gemini_B_C14,Biology,C14,B,Google Gemini,Google Gemini,进化没有预设目标,"{""id"":""C14"",""concept"":""进化没有预设目标"",""title"":""黑暗中的盲鱼"",""scene"":""深洞里的鱼退化了眼睛，省下能量求生。在黑暗中，失去视力反而是赢家。"",""tags"":[""进化无向"",""适应即胜"",""非必然""],""warning"":""进化论不代表从低级到高级的必然进步。""}","{""concept"":""进化没有预设目标"",""id"":""C14"",""scene"":""深洞里的鱼退化了眼睛，省下能量求生。在黑暗中，失去视力反而是赢家。"",""tags"":[""进化无向"",""适应即胜"",""非必然""],""title"":""黑暗中的盲鱼"",""warning"":""进化论不代表从低级到高级的必然进步。""}",0d92876dc103d9911eb32a474953ee10c41bf854346ec7c34ec27c03b3268be9,c7208fc39cd4709cfcf7e799208a85bef06bdadbaa5bcf3f286b6aae41e8d5b0,9,9,3
RST042,API810_524,mimo_C_C14,Biology,C14,C,Mimo,Mimo,进化没有预设目标,"{""id"":""C14"",""concept"":""进化没有预设目标"",""question"":""关于生物进化，下列说法正确的是？"",""options"":{""A"":""进化有从低级到高级的方向"",""B"":""人类是进化的最终目标"",""C"":""进化是基因频率的变化，无预设方向"",""D"":""所有物种都在朝同一方向进化""},""answer"":""C"",""explain"":""进化没有预设方向和终点，只是基因频率随时间变化。""}","{""answer"":""C"",""concept"":""进化没有预设目标"",""explain"":""进化没有预设方向和终点，只是基因频率随时间变化。"",""id"":""C14"",""options"":{""A"":""进化有从低级到高级的方向"",""B"":""人类是进化的最终目标"",""C"":""进化是基因频率的变化，无预设方向"",""D"":""所有物种都在朝同一方向进化""},""question"":""关于生物进化，下列说法正确的是？""}",ba06d060edd70de1e7657a51fc75d85b0bbd3215db68bed8441aabaed5bdd066,0d5bc76183480610ac23249201eb28b5c97c2417ec292ccbe7063ae14dd8ed19,9,9,3
RST043,API810_735,GLM_A_C15,Biology,C15,A,Zhipu GLM,Zhipu GLM,随机变异与非随机选择,基因突变随机发生，但环境对变异的非随机选择决定了进化方向。,"{""concept"":""随机变异与非随机选择"",""correction"":""变异随机产生，但环境定向选择，生存非靠运气。"",""id"":""C15"",""misconception"":""自然选择是随机的"",""text"":""基因突变随机发生，但环境对变异的非随机选择决定了进化方向。""}",d4afa637ccbd9c9e8d32064f69f52909265081f2d98a89359244c8b5139f03b4,2e1ab3773c5d54d85b0e7edb38ca3377aa52677005b8fd0c55f49ca2f418f216,9,9,3
RST044,API810_315,DEEPSEEK_B_C15,Biology,C15,B,DeepSeek,DeepSeek,随机变异与非随机选择,"{""id"":""C15"",""concept"":""随机变异与非随机选择"",""title"":""先变后选"",""scene"":""小宗问：环境冷了，动物会长出厚毛吗？老师说：变异先发生。"",""tags"":[""随机变异"",""自然选择"",""非定向""],""warning"":""变异随机发生，不因环境需要才出现。""}","{""concept"":""随机变异与非随机选择"",""id"":""C15"",""scene"":""小宗问：环境冷了，动物会长出厚毛吗？老师说：变异先发生。"",""tags"":[""随机变异"",""自然选择"",""非定向""],""title"":""先变后选"",""warning"":""变异随机发生，不因环境需要才出现。""}",e46b346746275fe58c60a7003841e44a9b9b4f8e8002c5e3d2dc410f97170664,e1627f347909626e8c675d01bf7f7352d849a3a9a30c6f36e5d86f16e7efb171,9,9,3
RST045,API810_705,GPT_C_C15,Biology,C15,C,OpenAI GPT,OpenAI GPT,随机变异与非随机选择,"{""id"":""C15"",""concept"":""随机变异与非随机选择"",""question"":""抗药细菌增多，较合理的解释是？"",""options"":{""A"":""环境筛选已有变异"",""B"":""细菌想抗药就变"",""C"":""药物教会细菌"",""D"":""所有变异都保留""},""answer"":""A"",""explain"":""变异可随机出现，选择由环境决定。""}","{""answer"":""A"",""concept"":""随机变异与非随机选择"",""explain"":""变异可随机出现，选择由环境决定。"",""id"":""C15"",""options"":{""A"":""环境筛选已有变异"",""B"":""细菌想抗药就变"",""C"":""药物教会细菌"",""D"":""所有变异都保留""},""question"":""抗药细菌增多，较合理的解释是？""}",6ef8207c991c15230122a69608d1656fb18bcced2ef6f93b96b95385c55ab32f,b7e96876f4f524c79622311eb8a9edde8ef9bfec751981d759a2cef478a1a350,9,9,3
RST046,API810_556,KIMI_A_C16,Biology,C16,A,Moonshot Kimi,Moonshot Kimi,遗传信息与性状,基因控制性状，但环境也影响性状表达。,"{""concept"":""遗传信息与性状"",""correction"":""性状是基因与环境共同作用的结果。"",""id"":""C16"",""misconception"":""基因决定一切性状"",""text"":""基因控制性状，但环境也影响性状表达。""}",c6c0c70b8a2777d5fee336f141449fbe0f28fc4cf1b37a32bc9a2cf1b6c0f94a,252d7876cce1b52c39a5a46a4ef22263c06c24aefa7b476c44e144aff4d1f34c,9,9,3
RST047,API810_496,mimo_B_C16,Biology,C16,B,Mimo,Mimo,遗传信息与性状,"{""id"":""C16"",""concept"":""遗传信息与性状"",""title"":""基因拼图"",""scene"":""小磊发现眼睛颜色受多个基因共同影响，不是单一基因决定。"",""tags"":[""基因"",""性状"",""遗传""],""warning"":""一个基因不一定只决定一个性状。""}","{""concept"":""遗传信息与性状"",""id"":""C16"",""scene"":""小磊发现眼睛颜色受多个基因共同影响，不是单一基因决定。"",""tags"":[""基因"",""性状"",""遗传""],""title"":""基因拼图"",""warning"":""一个基因不一定只决定一个性状。""}",55d480bedd9204d57c8b96566728d329f313a7e8d7eb72c68a64f1f45f7889d2,01fd5a7bd82942c4f034f1b3066102a01f6cf5f2d5c2e7195e9b0fa416104147,9,9,3
RST048,API810_076,千问_C_C16,Biology,C16,C,Alibaba Qwen,Alibaba Qwen,遗传信息与性状,"{""id"":""C16"",""concept"":""遗传信息与性状"",""question"":""双胞胎基因相同，性状一定相同吗？"",""options"":{""A"":""一定相同"",""B"":""不一定，环境影响"",""C"":""基因决定一切"",""D"":""环境决定一切""},""answer"":""B"",""explain"":""性状是基因与环境共同作用的结果。""}","{""answer"":""B"",""concept"":""遗传信息与性状"",""explain"":""性状是基因与环境共同作用的结果。"",""id"":""C16"",""options"":{""A"":""一定相同"",""B"":""不一定，环境影响"",""C"":""基因决定一切"",""D"":""环境决定一切""},""question"":""双胞胎基因相同，性状一定相同吗？""}",d714091faefc0354b9b5013d9838479adabccca67d71e42c578252b0e8f856f6,092a1ccfdf719bb2185a725d8a93f0176bec217e9f58847cf6bb9ad6406bec9a,9,9,3
RST049,API810_017,千问_A_C17,Biology,C17,A,Alibaba Qwen,Alibaba Qwen,能量流动与物质循环,能量单向流动，物质在生态系统中循环。,"{""concept"":""能量流动与物质循环"",""correction"":""能量流动是单向的，物质才是循环的。"",""id"":""C17"",""misconception"":""能量在食物链中循环使用"",""text"":""能量单向流动，物质在生态系统中循环。""}",39fe4da99291449bdd382d343f97d6feaaf702bc87cf3fd591553717a9c67864,5fac6fb9b2f9582996e987b1c919a65ddf856a7ddab07e46053d91a45bdb0fc7,9,9,3
RST050,API810_587,KIMI_B_C17,Biology,C17,B,Moonshot Kimi,Moonshot Kimi,能量流动与物质循环,"{""id"":""C17"",""concept"":""能量流动与物质循环"",""title"":""单向与环"",""scene"":""森林里，阳光能量逐级散失，但碳元素在生物间循环往复。"",""tags"":[""能量"",""物质"",""循环""],""warning"":""能量不能循环，只会逐级递减。""}","{""concept"":""能量流动与物质循环"",""id"":""C17"",""scene"":""森林里，阳光能量逐级散失，但碳元素在生物间循环往复。"",""tags"":[""能量"",""物质"",""循环""],""title"":""单向与环"",""warning"":""能量不能循环，只会逐级递减。""}",80c9a2f7e4c84980cf5c8f510f3df84191bfa9871b7f9344a3c32365b9964344,1fabe2df88f535a9cd8e0f96617961e864e9bc4e9ffa1e7e8ca51d794a1892e4,9,9,3
RST051,API810_167,claude_C_C17,Biology,C17,C,Anthropic Claude,Anthropic Claude,能量流动与物质循环,"{""id"":""C17"",""concept"":""能量流动与物质循环"",""question"":""生态系统中，能量和物质的流动方式分别是？"",""options"":{""A"":""都可以循环利用"",""B"":""能量单向流动，物质可循环"",""C"":""能量循环，物质单向流动"",""D"":""都是单向流动不可循环""},""answer"":""B"",""explain"":""能量逐级递减不可循环，物质可在生态系统中循环。""}","{""answer"":""B"",""concept"":""能量流动与物质循环"",""explain"":""能量逐级递减不可循环，物质可在生态系统中循环。"",""id"":""C17"",""options"":{""A"":""都可以循环利用"",""B"":""能量单向流动，物质可循环"",""C"":""能量循环，物质单向流动"",""D"":""都是单向流动不可循环""},""question"":""生态系统中，能量和物质的流动方式分别是？""}",d20feba413d3e7dc66139db4e253ad72ee5a65d4151494683b757cdfd3dfd18e,1d074063a17d5f6a8988757d3f3210d8e7bcb30f94e4f3d1eb802f96e2be1fd7,9,9,3
RST052,API810_288,DEEPSEEK_A_C18,Biology,C18,A,DeepSeek,DeepSeek,光合作用与细胞呼吸,光合作用吸收CO₂释放O₂，细胞呼吸则相反，都涉及能量转换。,"{""concept"":""光合作用与细胞呼吸"",""correction"":""植物昼夜都进行呼吸作用，消耗O₂释放CO₂。"",""id"":""C18"",""misconception"":""植物白天只进行光合作用"",""text"":""光合作用吸收CO₂释放O₂，细胞呼吸则相反，都涉及能量转换。""}",01c30716c720981a73f6979f26f363c5cd39a9782cc9e1294c13b35f1529a5d2,e547c9faedcff8f17dd3fda7ead01cfa2d72e7a9102208bc89ca9b518a7e39e2,9,9,3
RST053,API810_138,claude_B_C18,Biology,C18,B,Anthropic Claude,Anthropic Claude,光合作用与细胞呼吸,"{""id"":""C18"",""concept"":""光合作用与细胞呼吸"",""title"":""植物的双面生活"",""scene"":""晚上没有光，植物停止光合，但还在呼吸消耗氧气，这让小丽很惊讶。"",""tags"":[""光合作用"",""细胞呼吸"",""全天进行""],""warning"":""植物不只白天呼吸，细胞呼吸全天都在进行。""}","{""concept"":""光合作用与细胞呼吸"",""id"":""C18"",""scene"":""晚上没有光，植物停止光合，但还在呼吸消耗氧气，这让小丽很惊讶。"",""tags"":[""光合作用"",""细胞呼吸"",""全天进行""],""title"":""植物的双面生活"",""warning"":""植物不只白天呼吸，细胞呼吸全天都在进行。""}",1abe53d5b2af78cc65593014db0128483ada546e0e6b7eb270381c8c3a163992,d6d718069674cc7550c35698673d5fc45e30582069604391358fb10405aad9ed,9,9,3
RST054,API810_798,GLM_C_C18,Biology,C18,C,Zhipu GLM,Zhipu GLM,光合作用与细胞呼吸,"{""id"":""C18"",""concept"":""光合作用与细胞呼吸"",""question"":""植物在白天进行细胞呼吸吗？"",""options"":{""A"":""不，白天只光合作用"",""B"":""是，全天都进行呼吸"",""C"":""仅在黄昏进行"",""D"":""光合强时呼吸停止""},""answer"":""B"",""explain"":""植物全天进行细胞呼吸，白天光合占优。""}","{""answer"":""B"",""concept"":""光合作用与细胞呼吸"",""explain"":""植物全天进行细胞呼吸，白天光合占优。"",""id"":""C18"",""options"":{""A"":""不，白天只光合作用"",""B"":""是，全天都进行呼吸"",""C"":""仅在黄昏进行"",""D"":""光合强时呼吸停止""},""question"":""植物在白天进行细胞呼吸吗？""}",2b649c43837a157985ca2638a3f2c87f5f99cb2f0b1b1da4a76e4f0f87a2cae2,1238e5ae61aed34ed3a7eac4fa2574a6b08f3466d07cada167c4e97cb2a12684,9,9,3
RST055,API810_289,DEEPSEEK_A_C19,Geoscience,C19,A,DeepSeek,DeepSeek,板块构造,地球外壳由若干刚性板块构成，在软流层上缓慢移动。,"{""concept"":""板块构造"",""correction"":""板块以每年数厘米速度移动，持续改变大陆位置。"",""id"":""C19"",""misconception"":""大陆在地球上一直固定不动"",""text"":""地球外壳由若干刚性板块构成，在软流层上缓慢移动。""}",6f76eb8772596933f44ae62d7b781a543a505a8ea531928555a86cb9045cca9f,2e4b68c90f4c4508ac65abfce15b66c167fdc1917cba087c90f3369b6803c899,9,9,3
RST056,API810_139,claude_B_C19,Geoscience,C19,B,Anthropic Claude,Anthropic Claude,板块构造,"{""id"":""C19"",""concept"":""板块构造"",""title"":""大陆在移动"",""scene"":""地理课上，老师把南美洲和非洲地图拼在一起，轮廓竟然吻合。"",""tags"":[""板块运动"",""大陆漂移"",""软流圈""],""warning"":""大陆不是漂浮在水上，是随板块整体移动。""}","{""concept"":""板块构造"",""id"":""C19"",""scene"":""地理课上，老师把南美洲和非洲地图拼在一起，轮廓竟然吻合。"",""tags"":[""板块运动"",""大陆漂移"",""软流圈""],""title"":""大陆在移动"",""warning"":""大陆不是漂浮在水上，是随板块整体移动。""}",7d074389d2bfdb96bb422d6fb247b68f4a010218452ac70a95f85e3c64223dbc,4342e866611715aa14bc044366df4a556bc3c040994b8a6e891e109b20206ca9,9,9,3
RST057,API810_079,千问_C_C19,Geoscience,C19,C,Alibaba Qwen,Alibaba Qwen,板块构造,"{""id"":""C19"",""concept"":""板块构造"",""question"":""大陆漂移是因为？"",""options"":{""A"":""传说"",""B"":""板块在软流层移动"",""C"":""海洋流动"",""D"":""风力推动""},""answer"":""B"",""explain"":""地球岩石圈板块在软流层上缓慢移动。""}","{""answer"":""B"",""concept"":""板块构造"",""explain"":""地球岩石圈板块在软流层上缓慢移动。"",""id"":""C19"",""options"":{""A"":""传说"",""B"":""板块在软流层移动"",""C"":""海洋流动"",""D"":""风力推动""},""question"":""大陆漂移是因为？""}",b6087f69835176a8caf0f9b1b1672b8b411c49da95d51b2851cce3c987a993b8,d888cfeeb0124d28b11532dde305122182a40223ef2f0da2654cd0716e359a5c,9,9,3
RST058,API810_020,千问_A_C20,Geoscience,C20,A,Alibaba Qwen,Alibaba Qwen,地质时间,地球历史长达46亿年，人类历史极短。,"{""concept"":""地质时间"",""correction"":""地球已有46亿年历史，人类出现仅百万年。"",""id"":""C20"",""misconception"":""地球历史很短，只有几千年"",""text"":""地球历史长达46亿年，人类历史极短。""}",ddd3f679e97eb301cbcc1e8e13a0abd8e1353685c51674c5b09e39f3537ca023,356298ad4ff59ba11d7d93ecd86cb7f42c111f0f3d4c5433a135dd26977a84b3,9,9,3
RST059,API810_590,KIMI_B_C20,Geoscience,C20,B,Moonshot Kimi,Moonshot Kimi,地质时间,"{""id"":""C20"",""concept"":""地质时间"",""title"":""亿年尺度"",""scene"":""博物馆里，小刚看到化石标签写着三亿年前，远超想象。"",""tags"":[""地质"",""年代"",""尺度""],""warning"":""地质过程以百万年为单位计算。""}","{""concept"":""地质时间"",""id"":""C20"",""scene"":""博物馆里，小刚看到化石标签写着三亿年前，远超想象。"",""tags"":[""地质"",""年代"",""尺度""],""title"":""亿年尺度"",""warning"":""地质过程以百万年为单位计算。""}",d0a12ba88c99e37ebbdfd1f812e56444b8da40ec6943add57fcb2a1af220c9ea,9a9747dbcdb306309ea4b272302a9a76f92a2c395de75584457c3d011edd8a73,9,9,3
RST060,API810_530,mimo_C_C20,Geoscience,C20,C,Mimo,Mimo,地质时间,"{""id"":""C20"",""concept"":""地质时间"",""question"":""地球的年龄大约是多少？"",""options"":{""A"":""约六千年"",""B"":""约四十六亿年"",""C"":""约四十六万年"",""D"":""约一亿年""},""answer"":""B"",""explain"":""通过放射性同位素测年等方法证实地球年龄约46亿年。""}","{""answer"":""B"",""concept"":""地质时间"",""explain"":""通过放射性同位素测年等方法证实地球年龄约46亿年。"",""id"":""C20"",""options"":{""A"":""约六千年"",""B"":""约四十六亿年"",""C"":""约四十六万年"",""D"":""约一亿年""},""question"":""地球的年龄大约是多少？""}",91350d948fb1c171b11dc4e35f5a146abd4750d2ebcdc865b99e2a00420f4ffd,6747197bd68671854cc1fcade53493a29802469df65c9be370b2346a0e0406e0,9,9,3
RST061,API810_741,GLM_A_C21,Geoscience,C21,A,Zhipu GLM,Zhipu GLM,岩石循环,岩浆岩、沉积岩和变质岩在特定条件下可相互转化。,"{""concept"":""岩石循环"",""correction"":""三大类岩石可随温度、压力等条件改变而相互转化。"",""id"":""C21"",""misconception"":""岩石一旦形成就永远不变"",""text"":""岩浆岩、沉积岩和变质岩在特定条件下可相互转化。""}",4880ec97be032be78601146cd6ddd6bc0068ee4c815d77438834fcddbac61a9e,e44ffa36b91b0663305c1db46dbba2161e2435e6f605ecc024a5649e584adf01,9,9,3
RST062,API810_321,DEEPSEEK_B_C21,Geoscience,C21,B,DeepSeek,DeepSeek,岩石循环,"{""id"":""C21"",""concept"":""岩石循环"",""title"":""石头变形记"",""scene"":""小磊捡到花岗岩，老师说它祖先可能是海底泥沙或火山熔岩。"",""tags"":[""岩石循环"",""三大类"",""转化""],""warning"":""任何岩石都能转变为另一类岩石。""}","{""concept"":""岩石循环"",""id"":""C21"",""scene"":""小磊捡到花岗岩，老师说它祖先可能是海底泥沙或火山熔岩。"",""tags"":[""岩石循环"",""三大类"",""转化""],""title"":""石头变形记"",""warning"":""任何岩石都能转变为另一类岩石。""}",1b087407f952d2e2d6527f4db5ef6b80274e666f99bfd12ec4b41976018fff0b,738fae3474500a9943d5279437108e916777ba991f80cff40508fbead9a6d5ab,9,9,3
RST063,API810_171,claude_C_C21,Geoscience,C21,C,Anthropic Claude,Anthropic Claude,岩石循环,"{""id"":""C21"",""concept"":""岩石循环"",""question"":""关于岩石，下列说法正确的是？"",""options"":{""A"":""岩石形成后永久不变"",""B"":""只有沉积岩会发生变化"",""C"":""三类岩石在地质过程中可互相转化"",""D"":""岩石只能越变越硬""},""answer"":""C"",""explain"":""岩浆岩、沉积岩、变质岩通过地质作用循环转化。""}","{""answer"":""C"",""concept"":""岩石循环"",""explain"":""岩浆岩、沉积岩、变质岩通过地质作用循环转化。"",""id"":""C21"",""options"":{""A"":""岩石形成后永久不变"",""B"":""只有沉积岩会发生变化"",""C"":""三类岩石在地质过程中可互相转化"",""D"":""岩石只能越变越硬""},""question"":""关于岩石，下列说法正确的是？""}",1923d4ff3ea4d64c144d8f2208f0bcc794e0fe840bd3074a0f6c6e730d91503e,02413a5e636a6a74aa9cdd2e291e60f9edd2aceed0f12adac5dba8cb94481583,9,9,3
RST064,API810_562,KIMI_A_C22,Geoscience,C22,A,Moonshot Kimi,Moonshot Kimi,地震成因,板块运动积累应力，突然释放导致地震。,"{""concept"":""地震成因"",""correction"":""断层突然滑动释放长期积累的应力。"",""id"":""C22"",""misconception"":""地震是地下爆炸"",""text"":""板块运动积累应力，突然释放导致地震。""}",5707f85cb07a754f7ef4b8f362e343b1faf96c9414a026ce9b668053933998fa,51221a4a86edfd7b29464d61ad3e25dcdb329056b4b2d0febe80f04aedcf9452,9,9,3
RST065,API810_502,mimo_B_C22,Geoscience,C22,B,Mimo,Mimo,地震成因,"{""id"":""C22"",""concept"":""地震成因"",""title"":""断层之动"",""scene"":""小敏地震时看到地面裂缝，原来是地壳中断层突然滑动释放能量。"",""tags"":[""地震"",""断层"",""能量""],""warning"":""地震不只发生在板块边界，内部断层也会引发。""}","{""concept"":""地震成因"",""id"":""C22"",""scene"":""小敏地震时看到地面裂缝，原来是地壳中断层突然滑动释放能量。"",""tags"":[""地震"",""断层"",""能量""],""title"":""断层之动"",""warning"":""地震不只发生在板块边界，内部断层也会引发。""}",2d5622688d15f2113388b2e717e3145fb8e1b01d977299c1da3530cbfe981e27,290017ba1b04877674efc829699a0731410f762494c1c42b24f8defb14e1db3e,9,9,3
RST066,API810_262,豆包_C_C22,Geoscience,C22,C,ByteDance Doubao,ByteDance Doubao,地震成因,"{""id"":""C22"",""concept"":""地震成因"",""question"":""地震主要因？"",""options"":{""A"":""板块挤压释放能量"",""B"":""地下核反应"",""C"":""太阳引力"",""D"":""地下水冲击""},""answer"":""A"",""explain"":""板块运动挤压，能量释放引发地震。""}","{""answer"":""A"",""concept"":""地震成因"",""explain"":""板块运动挤压，能量释放引发地震。"",""id"":""C22"",""options"":{""A"":""板块挤压释放能量"",""B"":""地下核反应"",""C"":""太阳引力"",""D"":""地下水冲击""},""question"":""地震主要因？""}",2b09f068d9636bf91de1271e577e576d894fc338a29f071031196a9d9f3a0f6a,a190c985f69cf0e9170c6652c1182f7d75303d472cd7d84f82b2f8c1bced78dd,9,9,3
RST067,API810_203,豆包_A_C23,Geoscience,C23,A,ByteDance Doubao,ByteDance Doubao,火山与板块边界,火山多分布在板块边界，岩浆从地壳薄弱处喷出形成。,"{""concept"":""火山与板块边界"",""correction"":""火山集中在板块边界，因板块活动易形成。"",""id"":""C23"",""misconception"":""火山随机分布无规律"",""text"":""火山多分布在板块边界，岩浆从地壳薄弱处喷出形成。""}",c151b464e6673fa391aea1567879682924697fbda729725b2d42e62b234418ef,dad9bd792dbefb592913deaeb651369edc9dd576a3b658f165e5b5e8c3a2d5e2,9,9,3
RST068,API810_413,Gemini_B_C23,Geoscience,C23,B,Google Gemini,Google Gemini,火山与板块边界,"{""id"":""C23"",""concept"":""火山与板块边界"",""title"":""环太平洋圈"",""scene"":""纪录片展示了太平洋边缘的无数座火山，它们像一串项链紧随板块缝隙排列。"",""tags"":[""火山分布"",""板块交界"",""地壳薄弱""],""warning"":""火山集中在板块边缘的地质活跃区，非随机分布。""}","{""concept"":""火山与板块边界"",""id"":""C23"",""scene"":""纪录片展示了太平洋边缘的无数座火山，它们像一串项链紧随板块缝隙排列。"",""tags"":[""火山分布"",""板块交界"",""地壳薄弱""],""title"":""环太平洋圈"",""warning"":""火山集中在板块边缘的地质活跃区，非随机分布。""}",9fc712fb4be0749bb9fb03d78b011f664940ab6213ff2f5813dd19ae78b2ca84,55bc098c0ef3feaaf991099f2ed34b99b010778667fe4ef0f47ac968b3eaa349,9,9,3
RST069,API810_713,GPT_C_C23,Geoscience,C23,C,OpenAI GPT,OpenAI GPT,火山与板块边界,"{""id"":""C23"",""concept"":""火山与板块边界"",""question"":""许多火山为何沿板块边界分布？"",""options"":{""A"":""边界处岩浆活动强"",""B"":""火山随机出现"",""C"":""海浪冲出火山"",""D"":""只因地表太热""},""answer"":""A"",""explain"":""板块俯冲或张裂常促成火山活动。""}","{""answer"":""A"",""concept"":""火山与板块边界"",""explain"":""板块俯冲或张裂常促成火山活动。"",""id"":""C23"",""options"":{""A"":""边界处岩浆活动强"",""B"":""火山随机出现"",""C"":""海浪冲出火山"",""D"":""只因地表太热""},""question"":""许多火山为何沿板块边界分布？""}",b948e2c1119509465257752710519c173595cd0a8a2ffee4b58f8eed8e9b8318,ca5580c3622d0454671e74284d86e7a889ba576ccccb21d6ee6b3d35de76c45f,9,9,3
RST070,API810_384,Gemini_A_C24,Geoscience,C24,A,Google Gemini,Google Gemini,地球内部结构,地球内部从外到内分为地壳、地幔和地核，温度和压力随深度逐渐增加。,"{""concept"":""地球内部结构"",""correction"":""地幔绝大部分是固态岩石，只有外地核是液态，内地核也是固态。"",""id"":""C24"",""misconception"":""地球内部全都是液态的岩浆。"",""text"":""地球内部从外到内分为地壳、地幔和地核，温度和压力随深度逐渐增加。""}",8ccdeb0292b43afc7ca80e32aca4c58cc2c3f629bd49e92466fb2119f2dfc6b5,d0bcc16e9d0815219d3b6f7c05b841e88bd03c5d1b4c2ec672630833b6e6c87a,9,9,3
RST071,API810_684,GPT_B_C24,Geoscience,C24,B,OpenAI GPT,OpenAI GPT,地球内部结构,"{""id"":""C24"",""concept"":""地球内部结构"",""title"":""地球切面"",""scene"":""科学馆里，立体地球模型展示地壳、地幔、外核和内核。"",""tags"":[""地壳"",""地幔"",""地核""],""warning"":""地下不全是熔岩。""}","{""concept"":""地球内部结构"",""id"":""C24"",""scene"":""科学馆里，立体地球模型展示地壳、地幔、外核和内核。"",""tags"":[""地壳"",""地幔"",""地核""],""title"":""地球切面"",""warning"":""地下不全是熔岩。""}",6134b4ffa4f748555efd4de93c94cff5ba9d450ec410a4c783eb1fbcf34b25e9,3172929ce6a2f7dddb45bd62c704113f3c39c023ca4af3503de1fb37bf673890,9,9,3
RST072,API810_804,GLM_C_C24,Geoscience,C24,C,Zhipu GLM,Zhipu GLM,地球内部结构,"{""id"":""C24"",""concept"":""地球内部结构"",""question"":""地球的地幔是液态岩浆吗？"",""options"":{""A"":""是，火山喷出的就是地幔"",""B"":""不是，地幔是固态可塑状态"",""C"":""是，只有地壳是固态"",""D"":""不是，地幔全是气体""},""answer"":""B"",""explain"":""地幔是固态具有塑性，液态的是外核。""}","{""answer"":""B"",""concept"":""地球内部结构"",""explain"":""地幔是固态具有塑性，液态的是外核。"",""id"":""C24"",""options"":{""A"":""是，火山喷出的就是地幔"",""B"":""不是，地幔是固态可塑状态"",""C"":""是，只有地壳是固态"",""D"":""不是，地幔全是气体""},""question"":""地球的地幔是液态岩浆吗？""}",e81a67c5363be5e8b44371f35bcec6342325cafb6c3bbd5cbb4deeea923fcdd9,a662b42fdaf898aeef989fa5f605eda1bf8137da10cf0bfb46bf98c5a9e66ab8,9,9,3
RST073,API810_205,豆包_A_C25,Climate/Environment,C25,A,ByteDance Doubao,ByteDance Doubao,温室效应,温室效应是大气截留热量，使地球表面维持适宜温度。,"{""concept"":""温室效应"",""correction"":""适度温室效应有益，过度则引发气候问题。"",""id"":""C25"",""misconception"":""温室效应都是有害的"",""text"":""温室效应是大气截留热量，使地球表面维持适宜温度。""}",20d548cb4cad8c36d573f7f6e09ca72db671a5211c26102fe2443f02ee48b702,65adb8141656ba8c85f171310cc01fd98221332b5ba8a89cffa3c1a62774a051,9,9,3
