item_id,domain,concept,task_type,generated_text
ri_5a1495fe068d178c2dad,Climate/Environment,天气与气候,C,"{""answer"":""B"",""concept"":""天气与气候"",""explain"":""天气是短时状态，气候是长期统计规律，不能混淆。"",""id"":""C26"",""options"":{""A"":""能，下雪就是寒冷气候的表现"",""B"":""不能，天气是短时状态，不代表气候"",""C"":""能，天气和气候是同一回事"",""D"":""不能，因为雪是异常天气""},""question"":""某地今天下雪，能说明该地气候寒冷吗？""}"
ri_f52d7fb38af17d044737,Climate/Environment,自然变率与人为影响,C,"{""answer"":""C"",""concept"":""自然变率与人为影响"",""explain"":""近代快速变暖远超自然周期，科学界共识是由人类活动主导。"",""id"":""C30"",""options"":{""A"":""地球自然的气候变暖周期到了"",""B"":""太阳活动突然变得异常剧烈"",""C"":""人类大量排放温室气体主导变化"",""D"":""地球内部散发出的热量变多""},""question"":""工业革命以来地球平均气温快速上升，主要原因是什么？""}"
ri_3b335a24755a1e78ea64,Physics,净力与加速度,C,"{""answer"":""A"",""concept"":""净力与加速度"",""explain"":""净力与速度同向时，物体产生正向加速度。"",""id"":""C02"",""options"":{""A"":""受同向净力"",""B"":""受反向净力"",""C"":""不受力"",""D"":""受力平衡""},""question"":""物体速度变快，原因是？""}"
ri_dad46986c01c0162362b,Biology,光合作用与细胞呼吸,C,"{""answer"":""B"",""concept"":""光合作用与细胞呼吸"",""explain"":""植物全天进行细胞呼吸，白天光合占优。"",""id"":""C18"",""options"":{""A"":""不，白天只光合作用"",""B"":""是，全天都进行呼吸"",""C"":""仅在黄昏进行"",""D"":""光合强时呼吸停止""},""question"":""植物在白天进行细胞呼吸吗？""}"
ri_ac3dc9dfe864632eec7a,Chemistry,溶液浓度与稀释,A,"{""concept"":""溶液浓度与稀释"",""correction"":""加水只改变体积，溶质质量不变。"",""id"":""C12"",""misconception"":""稀释后溶质变少"",""text"":""稀释降低浓度，但溶质总量保持不变。""}"
ri_ba8bf491a6747dcbaa19,Chemistry,相变,C,"{""answer"":""D"",""concept"":""相变"",""explain"":""相变不改变微粒本身，固态下的分子仍在微弱振动。"",""id"":""C09"",""options"":{""A"":""分子完全静止不动了"",""B"":""分子变大了，所以冰块膨胀"",""C"":""分子变成了新的物质"",""D"":""分子仍在振动，但排列改变""},""question"":""水结成冰块后，内部的水分子发生了什么变化？""}"
ri_8aeff3be993b4b6c3cb1,Physics,惯性,A,"{""concept"":""惯性"",""correction"":""没有净力时，物体也可保持匀速直线运动。"",""id"":""C01"",""misconception"":""运动必须一直受力"",""text"":""惯性是物体保持原有运动状态的性质。""}"
ri_3cfd09b9683566b00ec9,Geoscience,板块构造,B,"{""concept"":""板块构造"",""id"":""C19"",""scene"":""地理课上，老师把南美洲和非洲地图拼在一起，轮廓竟然吻合。"",""tags"":[""板块运动"",""大陆漂移"",""软流圈""],""title"":""大陆在移动"",""warning"":""大陆不是漂浮在水上，是随板块整体移动。""}"
ri_e846a0d6ba1babd604f4,Chemistry,化学反应与物理变化,C,"{""answer"":""B"",""concept"":""化学反应与物理变化"",""explain"":""判断标准是有无新物质生成，发光发热未必是。"",""id"":""C10"",""options"":{""A"":""属于，因为有发光发热"",""B"":""不属于，无新物质生成"",""C"":""属于，电能转化为光能"",""D"":""不属于，温度不够高""},""question"":""电灯通电发光发热，属于化学变化吗？""}"
ri_2832068357a788cabeb3,Chemistry,化学反应与物理变化,B,"{""concept"":""化学反应与物理变化"",""id"":""C10"",""scene"":""美术课剪纸只是变形，实验中烧纸却生成新物质。"",""tags"":[""化学"",""物理"",""新物质""],""title"":""剪纸燃纸"",""warning"":""形状改变不一定是化学反应。""}"
ri_f9d6b34d45506a09210e,Biology,自然选择,C,"{""answer"":""A"",""concept"":""自然选择"",""explain"":""自然选择保留有利性状，逐代积累进化。"",""id"":""C13"",""options"":{""A"":""适者生存，脖子长易觅食"",""B"":""主动变长"",""C"":""天生都长"",""D"":""基因突变突然变长""},""question"":""长颈鹿脖子长，因？""}"
ri_60443640a29bcff8690c,Chemistry,质量守恒,A,"{""concept"":""质量守恒"",""correction"":""气体也是物质，若不逸出，总质量仍守恒。"",""id"":""C07"",""misconception"":""气体生成会让质量消失"",""text"":""封闭系统中，化学反应前后总质量不变。""}"
ri_35b1eeb1844c9709c148,Climate/Environment,自然变率与人为影响,C,"{""answer"":""C"",""concept"":""自然变率与人为影响"",""explain"":""近代快速变暖远超自然周期，科学界共识是由人类活动主导。"",""id"":""C30"",""options"":{""A"":""地球自然的气候变暖周期到了"",""B"":""太阳活动突然变得异常剧烈"",""C"":""人类大量排放温室气体主导变化"",""D"":""地球内部散发出的热量变多""},""question"":""工业革命以来地球平均气温快速上升，主要原因是什么？""}"
ri_f7a13c84f4967e5d00bd,Physics,圆周运动,B,"{""concept"":""圆周运动"",""id"":""C05"",""scene"":""洗衣机甩干时，衣服在桶内转圈，向心力不断改变速度方向。"",""tags"":[""圆周运动"",""向心力"",""变速""],""title"":""甩干桶的秘密"",""warning"":""匀速圆周运动并非真正匀速，方向一直在变。""}"
ri_67c1db70d308532b649c,Physics,圆周运动,A,"{""concept"":""圆周运动"",""correction"":""速度方向改变即有加速度，向心加速度指向圆心。"",""id"":""C05"",""misconception"":""匀速圆周运动没有加速度"",""text"":""做圆周运动的物体受指向圆心的合外力，速度方向不断改变，所以存在加速度。""}"
ri_7310024706459481ad6a,Geoscience,地震成因,C,"{""answer"":""A"",""concept"":""地震成因"",""explain"":""板块运动挤压，能量释放引发地震。"",""id"":""C22"",""options"":{""A"":""板块挤压释放能量"",""B"":""地下核反应"",""C"":""太阳引力"",""D"":""地下水冲击""},""question"":""地震主要因？""}"
ri_e46a92daea56e52464c0,Physics,摩擦力与运动,A,"{""concept"":""摩擦力与运动"",""correction"":""摩擦力也可以是动力，比如人走路时地面提供的静摩擦力。"",""id"":""C06"",""misconception"":""摩擦力总是阻碍物体的运动。"",""text"":""摩擦力是阻碍物体相对运动或相对运动趋势的力。""}"
ri_2704188f93cc1d3bccba,Climate/Environment,全球变暖与气候变化,B,"{""concept"":""全球变暖与气候变化"",""id"":""C27"",""scene"":""地球像台失控空调，不仅升温，更导致极端暴雨和极寒频发。"",""tags"":[""全球变暖"",""极端天气"",""气候异常""],""title"":""失控的空调"",""warning"":""变暖不是哪里都热，而是极端天气频率增加。""}"
ri_e96814e2ec0ede29fbf2,Physics,摩擦力与运动,C,"{""answer"":""B"",""concept"":""摩擦力与运动"",""explain"":""鞋底相对地面后滑，摩擦力向前推动人前进。"",""id"":""C06"",""options"":{""A"":""阻碍跑步"",""B"":""向前的动力"",""C"":""向下的压力"",""D"":""向上的浮力""},""question"":""人跑步起步时，摩擦力方向？""}"
ri_79666f0826c629cd6651,Chemistry,相变,B,"{""concept"":""相变"",""id"":""C09"",""scene"":""水沸腾时温度计读数不变，小王惊了，热量全用来挣脱束缚。"",""tags"":[""相变"",""熔化"",""沸点""],""title"":""烧水的停滞"",""warning"":""晶体熔化或沸腾时，吸热但温度不会升高。""}"
ri_7b50f4ef0f2065101090,Climate/Environment,自然变率与人为影响,A,"{""concept"":""自然变率与人为影响"",""correction"":""自然变率存在，但不能解释近现代快速变暖。"",""id"":""C30"",""misconception"":""气候变化全是自然周期"",""text"":""气候有自然波动，但当前变暖主要受人为排放影响。""}"
ri_6a9490b198a8431daa52,Biology,随机变异与非随机选择,C,"{""answer"":""A"",""concept"":""随机变异与非随机选择"",""explain"":""变异可随机出现，选择由环境决定。"",""id"":""C15"",""options"":{""A"":""环境筛选已有变异"",""B"":""细菌想抗药就变"",""C"":""药物教会细菌"",""D"":""所有变异都保留""},""question"":""抗药细菌增多，较合理的解释是？""}"
ri_d9bc37fa96da8020f39a,Climate/Environment,天气与气候,A,"{""concept"":""天气与气候"",""correction"":""局部短期冷事件不否定全球长期气候变暖趋势。"",""id"":""C26"",""misconception"":""天气冷说明气候变化不大"",""text"":""天气是短时大气状况，气候是长期的平均天气模式。""}"
ri_790f9533630d1968033f,Physics,惯性,C,"{""answer"":""A"",""concept"":""惯性"",""explain"":""惯性使身体短时保持原来的运动状态。"",""id"":""C01"",""options"":{""A"":""身体保持原运动"",""B"":""前方有吸力"",""C"":""司机推了乘客"",""D"":""重力突然变大""},""question"":""公交急刹时，人为什么会前倾？""}"
ri_1c40ac85ca9190d48624,Chemistry,溶液浓度与稀释,A,"{""concept"":""溶液浓度与稀释"",""correction"":""加水只改变体积，溶质质量不变。"",""id"":""C12"",""misconception"":""稀释后溶质变少"",""text"":""稀释降低浓度，但溶质总量保持不变。""}"
ri_f6ce03c8948961fafdae,Chemistry,化学反应与物理变化,C,"{""answer"":""B"",""concept"":""化学反应与物理变化"",""explain"":""判断标准是有无新物质生成，发光发热未必是。"",""id"":""C10"",""options"":{""A"":""属于，因为有发光发热"",""B"":""不属于，无新物质生成"",""C"":""属于，电能转化为光能"",""D"":""不属于，温度不够高""},""question"":""电灯通电发光发热，属于化学变化吗？""}"
ri_5a9db446a04e8c9669d4,Physics,净力与加速度,A,"{""concept"":""净力与加速度"",""correction"":""净力决定加速度，不是直接决定速度大小。"",""id"":""C02"",""misconception"":""受力大速度一定大"",""text"":""净力不为零时，物体速度变化会产生加速度。""}"
ri_06d64f5f6439df937484,Geoscience,岩石循环,A,"{""concept"":""岩石循环"",""correction"":""三大类岩石可随温度、压力等条件改变而相互转化。"",""id"":""C21"",""misconception"":""岩石一旦形成就永远不变"",""text"":""岩浆岩、沉积岩和变质岩在特定条件下可相互转化。""}"
ri_a51644bcde3aa2a13d42,Biology,能量流动与物质循环,B,"{""concept"":""能量流动与物质循环"",""id"":""C17"",""scene"":""森林里，阳光能量逐级散失，但碳元素在生物间循环往复。"",""tags"":[""能量"",""物质"",""循环""],""title"":""单向与环"",""warning"":""能量不能循环，只会逐级递减。""}"
ri_ab4bcd45545b1040efda,Biology,遗传信息与性状,B,"{""concept"":""遗传信息与性状"",""id"":""C16"",""scene"":""小磊发现眼睛颜色受多个基因共同影响，不是单一基因决定。"",""tags"":[""基因"",""性状"",""遗传""],""title"":""基因拼图"",""warning"":""一个基因不一定只决定一个性状。""}"
ri_291ce7b51f117629c989,Geoscience,地球内部结构,B,"{""concept"":""地球内部结构"",""id"":""C24"",""scene"":""科学馆里，立体地球模型展示地壳、地幔、外核和内核。"",""tags"":[""地壳"",""地幔"",""地核""],""title"":""地球切面"",""warning"":""地下不全是熔岩。""}"
ri_27ac8a51325873894128,Physics,抛体运动,C,"{""answer"":""C"",""concept"":""抛体运动"",""explain"":""落地时间只由竖直高度决定，与水平速度无关。"",""id"":""C04"",""options"":{""A"":""水平射出的子弹先落地"",""B"":""自由掉落的子弹先落地"",""C"":""两颗子弹同时落地"",""D"":""水平速度越快落地越晚""},""question"":""从同一高度同时松手让子弹掉落和用枪水平射出，谁先落地？""}"
ri_4a3e1af269f12c59d6c6,Physics,净力与加速度,C,"{""answer"":""A"",""concept"":""净力与加速度"",""explain"":""净力与速度同向时，物体产生正向加速度。"",""id"":""C02"",""options"":{""A"":""受同向净力"",""B"":""受反向净力"",""C"":""不受力"",""D"":""受力平衡""},""question"":""物体速度变快，原因是？""}"
ri_1dcadd2b7424eb0ed52b,Climate/Environment,海洋垃圾与塑料污染,A,"{""concept"":""海洋垃圾与塑料污染"",""correction"":""塑料在海洋中累积形成垃圾带，无法自然稀释。"",""id"":""C29"",""misconception"":""海洋很大，能稀释所有塑料垃圾"",""text"":""塑料难以降解，破坏海洋生态和食物链。""}"
ri_d672c7f23ab27c8c8f40,Biology,能量流动与物质循环,A,"{""concept"":""能量流动与物质循环"",""correction"":""能量流动是单向的，物质才是循环的。"",""id"":""C17"",""misconception"":""能量在食物链中循环使用"",""text"":""能量单向流动，物质在生态系统中循环。""}"
ri_fad49b80ccd872771f8b,Geoscience,地球内部结构,B,"{""concept"":""地球内部结构"",""id"":""C24"",""scene"":""科学馆里，立体地球模型展示地壳、地幔、外核和内核。"",""tags"":[""地壳"",""地幔"",""地核""],""title"":""地球切面"",""warning"":""地下不全是熔岩。""}"
ri_885c8ce164c3492dbf77,Physics,圆周运动,A,"{""concept"":""圆周运动"",""correction"":""速度方向改变即有加速度，向心加速度指向圆心。"",""id"":""C05"",""misconception"":""匀速圆周运动没有加速度"",""text"":""做圆周运动的物体受指向圆心的合外力，速度方向不断改变，所以存在加速度。""}"
ri_6852c3b3b5d25b106bf5,Biology,进化没有预设目标,A,"{""concept"":""进化没有预设目标"",""correction"":""进化无预设目标，仅适配所处环境。"",""id"":""C14"",""misconception"":""进化会趋向更高级形态"",""text"":""生物进化无固定方向，仅适应当下环境，无终极目标。""}"
ri_14ac00b82e7011ac16a2,Climate/Environment,海洋垃圾与塑料污染,C,"{""answer"":""C"",""concept"":""海洋垃圾与塑料污染"",""explain"":""塑料不会溶解，只会碎裂成微塑料，长期存在于海洋中。"",""id"":""C29"",""options"":{""A"":""会被海水完全溶解"",""B"":""会沉入海底后自然分解"",""C"":""碎裂成微塑料长期存在"",""D"":""会被海洋微生物快速消化""},""question"":""塑料垃圾进入海洋后会发生什么？""}"
ri_626c4812ce57bd4586ae,Chemistry,化学键,A,"{""concept"":""化学键"",""correction"":""化学键存在于原子之间，分子间作用力另称分子间力。"",""id"":""C11"",""misconception"":""化学键是分子之间的力"",""text"":""化学键是原子间的作用力，分为离子键、共价键等，断键需要能量，成键释放能量。""}"
ri_60f001d7c4f49be39627,Chemistry,质量守恒,C,"{""answer"":""C"",""concept"":""质量守恒"",""explain"":""燃烧生成的气体散到空气中，总质量仍守恒。"",""id"":""C07"",""options"":{""A"":""物质消失了"",""B"":""变成能量消失"",""C"":""部分变成气体散逸"",""D"":""只剩灰的质量""},""question"":""纸张烧完，灰比原纸轻很多，物质去哪了？""}"
ri_1c106da52b02877a26f2,Chemistry,质量守恒,B,"{""concept"":""质量守恒"",""id"":""C07"",""scene"":""小芳点燃蜡烛，蜡油变少，但总质量其实一点没变。"",""tags"":[""质量"",""守恒"",""燃烧""],""title"":""蜡烛燃烧"",""warning"":""燃烧产物质量等于反应物。""}"
ri_249980ef339639726610,Climate/Environment,天气与气候,A,"{""concept"":""天气与气候"",""correction"":""局部短期冷事件不否定全球长期气候变暖趋势。"",""id"":""C26"",""misconception"":""天气冷说明气候变化不大"",""text"":""天气是短时大气状况，气候是长期的平均天气模式。""}"
ri_6f6d586340c0a80e1212,Geoscience,地球内部结构,C,"{""answer"":""B"",""concept"":""地球内部结构"",""explain"":""地幔是固态具有塑性，液态的是外核。"",""id"":""C24"",""options"":{""A"":""是，火山喷出的就是地幔"",""B"":""不是，地幔是固态可塑状态"",""C"":""是，只有地壳是固态"",""D"":""不是，地幔全是气体""},""question"":""地球的地幔是液态岩浆吗？""}"
ri_33be492a76243e88ac65,Geoscience,地质时间,A,"{""concept"":""地质时间"",""correction"":""地球已有46亿年历史，人类出现仅百万年。"",""id"":""C20"",""misconception"":""地球历史很短，只有几千年"",""text"":""地球历史长达46亿年，人类历史极短。""}"
ri_8ccd80edbc3790b2e227,Geoscience,板块构造,A,"{""concept"":""板块构造"",""correction"":""板块以每年数厘米速度移动，持续改变大陆位置。"",""id"":""C19"",""misconception"":""大陆在地球上一直固定不动"",""text"":""地球外壳由若干刚性板块构成，在软流层上缓慢移动。""}"
ri_e7ae6a01199d6b47dfab,Chemistry,化学反应与物理变化,A,"{""concept"":""化学反应与物理变化"",""correction"":""水蒸发只是状态改变，水分子本身没有变。"",""id"":""C10"",""misconception"":""水蒸发是化学变化"",""text"":""化学反应有新物质生成，物理变化仅改变形态。""}"
ri_0a745ca9e77c7886c591,Biology,能量流动与物质循环,C,"{""answer"":""B"",""concept"":""能量流动与物质循环"",""explain"":""能量逐级递减不可循环，物质可在生态系统中循环。"",""id"":""C17"",""options"":{""A"":""都可以循环利用"",""B"":""能量单向流动，物质可循环"",""C"":""能量循环，物质单向流动"",""D"":""都是单向流动不可循环""},""question"":""生态系统中，能量和物质的流动方式分别是？""}"
ri_85f954ccb6b53e48b577,Geoscience,火山与板块边界,A,"{""concept"":""火山与板块边界"",""correction"":""火山集中在板块边界，因板块活动易形成。"",""id"":""C23"",""misconception"":""火山随机分布无规律"",""text"":""火山多分布在板块边界，岩浆从地壳薄弱处喷出形成。""}"
ri_1453d4bfb2b3a504e9cc,Physics,惯性,B,"{""concept"":""惯性"",""id"":""C01"",""scene"":""公交急刹，小林身体前倾，才发现身体会保持原来的运动。"",""tags"":[""惯性"",""运动状态"",""净力""],""title"":""公交急刹"",""warning"":""别把惯性误解成一种力。""}"
ri_cc0aac3e034b7d0735d1,Chemistry,相变,B,"{""concept"":""相变"",""id"":""C09"",""scene"":""水沸腾时温度计读数不变，小王惊了，热量全用来挣脱束缚。"",""tags"":[""相变"",""熔化"",""沸点""],""title"":""烧水的停滞"",""warning"":""晶体熔化或沸腾时，吸热但温度不会升高。""}"
ri_149d8f476439bfeb6d9f,Physics,圆周运动,A,"{""concept"":""圆周运动"",""correction"":""速度方向改变即有加速度，向心加速度指向圆心。"",""id"":""C05"",""misconception"":""匀速圆周运动没有加速度"",""text"":""做圆周运动的物体受指向圆心的合外力，速度方向不断改变，所以存在加速度。""}"
ri_d67713b4bfbec55b73a6,Geoscience,地球内部结构,A,"{""concept"":""地球内部结构"",""correction"":""地幔绝大部分是固态岩石，只有外地核是液态，内地核也是固态。"",""id"":""C24"",""misconception"":""地球内部全都是液态的岩浆。"",""text"":""地球内部从外到内分为地壳、地幔和地核，温度和压力随深度逐渐增加。""}"
ri_28ac97ef820453daead5,Geoscience,地质时间,C,"{""answer"":""B"",""concept"":""地质时间"",""explain"":""通过放射性同位素测年等方法证实地球年龄约46亿年。"",""id"":""C20"",""options"":{""A"":""约六千年"",""B"":""约四十六亿年"",""C"":""约四十六万年"",""D"":""约一亿年""},""question"":""地球的年龄大约是多少？""}"
ri_1550424833c902ceb3e4,Biology,能量流动与物质循环,C,"{""answer"":""B"",""concept"":""能量流动与物质循环"",""explain"":""能量逐级递减不可循环，物质可在生态系统中循环。"",""id"":""C17"",""options"":{""A"":""都可以循环利用"",""B"":""能量单向流动，物质可循环"",""C"":""能量循环，物质单向流动"",""D"":""都是单向流动不可循环""},""question"":""生态系统中，能量和物质的流动方式分别是？""}"
ri_da71419ba700764c8349,Geoscience,地质时间,B,"{""concept"":""地质时间"",""id"":""C20"",""scene"":""博物馆里，小刚看到化石标签写着三亿年前，远超想象。"",""tags"":[""地质"",""年代"",""尺度""],""title"":""亿年尺度"",""warning"":""地质过程以百万年为单位计算。""}"
ri_9964122ad3db0c6137f9,Biology,遗传信息与性状,A,"{""concept"":""遗传信息与性状"",""correction"":""性状是基因与环境共同作用的结果。"",""id"":""C16"",""misconception"":""基因决定一切性状"",""text"":""基因控制性状，但环境也影响性状表达。""}"
ri_2d73a117d97765f869b8,Geoscience,地质时间,A,"{""concept"":""地质时间"",""correction"":""地球已有46亿年历史，人类出现仅百万年。"",""id"":""C20"",""misconception"":""地球历史很短，只有几千年"",""text"":""地球历史长达46亿年，人类历史极短。""}"
ri_c6cb04e17c0e43d3c141,Climate/Environment,海洋垃圾与塑料污染,C,"{""answer"":""C"",""concept"":""海洋垃圾与塑料污染"",""explain"":""塑料不会溶解，只会碎裂成微塑料，长期存在于海洋中。"",""id"":""C29"",""options"":{""A"":""会被海水完全溶解"",""B"":""会沉入海底后自然分解"",""C"":""碎裂成微塑料长期存在"",""D"":""会被海洋微生物快速消化""},""question"":""塑料垃圾进入海洋后会发生什么？""}"
ri_10fe7a1bac4bcf8d3b34,Physics,摩擦力与运动,C,"{""answer"":""B"",""concept"":""摩擦力与运动"",""explain"":""鞋底相对地面后滑，摩擦力向前推动人前进。"",""id"":""C06"",""options"":{""A"":""阻碍跑步"",""B"":""向前的动力"",""C"":""向下的压力"",""D"":""向上的浮力""},""question"":""人跑步起步时，摩擦力方向？""}"
ri_9a85eee3123b407b034d,Physics,摩擦力与运动,B,"{""concept"":""摩擦力与运动"",""id"":""C06"",""scene"":""运动会上，小宁蹬地起跑，是地面对鞋的摩擦帮他前进。"",""tags"":[""摩擦"",""运动"",""方向""],""title"":""跑道起步"",""warning"":""摩擦力不总是阻碍运动。""}"
ri_92d219ce87fdac6464de,Climate/Environment,自然变率与人为影响,C,"{""answer"":""C"",""concept"":""自然变率与人为影响"",""explain"":""近代快速变暖远超自然周期，科学界共识是由人类活动主导。"",""id"":""C30"",""options"":{""A"":""地球自然的气候变暖周期到了"",""B"":""太阳活动突然变得异常剧烈"",""C"":""人类大量排放温室气体主导变化"",""D"":""地球内部散发出的热量变多""},""question"":""工业革命以来地球平均气温快速上升，主要原因是什么？""}"
ri_a294725a881e768948f6,Geoscience,地震成因,B,"{""concept"":""地震成因"",""id"":""C22"",""scene"":""小敏地震时看到地面裂缝，原来是地壳中断层突然滑动释放能量。"",""tags"":[""地震"",""断层"",""能量""],""title"":""断层之动"",""warning"":""地震不只发生在板块边界，内部断层也会引发。""}"
ri_00b32674eea5c709545c,Climate/Environment,全球变暖与气候变化,B,"{""concept"":""全球变暖与气候变化"",""id"":""C27"",""scene"":""地球像台失控空调，不仅升温，更导致极端暴雨和极寒频发。"",""tags"":[""全球变暖"",""极端天气"",""气候异常""],""title"":""失控的空调"",""warning"":""变暖不是哪里都热，而是极端天气频率增加。""}"
ri_b41f719c69fefad06cad,Chemistry,化学键,C,"{""answer"":""A"",""concept"":""化学键"",""explain"":""化学键是电磁相互作用，没有实体连接。"",""id"":""C11"",""options"":{""A"":""原子间电磁作用"",""B"":""原子间有实体绳"",""C"":""只有离子化合物有"",""D"":""化学键可随意断开""},""question"":""关于化学键，正确的描述是？""}"
ri_6a634563e3671e562810,Biology,随机变异与非随机选择,B,"{""concept"":""随机变异与非随机选择"",""id"":""C15"",""scene"":""小宗问：环境冷了，动物会长出厚毛吗？老师说：变异先发生。"",""tags"":[""随机变异"",""自然选择"",""非定向""],""title"":""先变后选"",""warning"":""变异随机发生，不因环境需要才出现。""}"
ri_579e9fcb0aedac7ceffa,Geoscience,地质时间,A,"{""concept"":""地质时间"",""correction"":""地球已有46亿年历史，人类出现仅百万年。"",""id"":""C20"",""misconception"":""地球历史很短，只有几千年"",""text"":""地球历史长达46亿年，人类历史极短。""}"
ri_74ac56f509eb401c2c72,Geoscience,板块构造,C,"{""answer"":""B"",""concept"":""板块构造"",""explain"":""地球岩石圈板块在软流层上缓慢移动。"",""id"":""C19"",""options"":{""A"":""传说"",""B"":""板块在软流层移动"",""C"":""海洋流动"",""D"":""风力推动""},""question"":""大陆漂移是因为？""}"
ri_45c02778020f95480cd3,Geoscience,地质时间,B,"{""concept"":""地质时间"",""id"":""C20"",""scene"":""博物馆里，小刚看到化石标签写着三亿年前，远超想象。"",""tags"":[""地质"",""年代"",""尺度""],""title"":""亿年尺度"",""warning"":""地质过程以百万年为单位计算。""}"
ri_5e1cc72838fd89127ad2,Chemistry,质量守恒,B,"{""concept"":""质量守恒"",""id"":""C07"",""scene"":""小芳点燃蜡烛，蜡油变少，但总质量其实一点没变。"",""tags"":[""质量"",""守恒"",""燃烧""],""title"":""蜡烛燃烧"",""warning"":""燃烧产物质量等于反应物。""}"
ri_fcb289b7f82f6824b153,Biology,遗传信息与性状,C,"{""answer"":""B"",""concept"":""遗传信息与性状"",""explain"":""性状是基因与环境共同作用的结果。"",""id"":""C16"",""options"":{""A"":""一定相同"",""B"":""不一定，环境影响"",""C"":""基因决定一切"",""D"":""环境决定一切""},""question"":""双胞胎基因相同，性状一定相同吗？""}"
ri_f893942acf99ad0527fa,Chemistry,质量守恒,A,"{""concept"":""质量守恒"",""correction"":""气体也是物质，若不逸出，总质量仍守恒。"",""id"":""C07"",""misconception"":""气体生成会让质量消失"",""text"":""封闭系统中，化学反应前后总质量不变。""}"
ri_227cb8adc39ddfaba419,Physics,牛顿第三定律,B,"{""concept"":""牛顿第三定律"",""id"":""C03"",""scene"":""小明和小华对拳，两人同时感到疼痛，力始终相互存在。"",""tags"":[""作用力"",""反作用力"",""相互""],""title"":""对拳之谜"",""warning"":""作用力与反作用力不能互相抵消。""}"
ri_aaee60e11a45a45cc6d8,Geoscience,地球内部结构,C,"{""answer"":""B"",""concept"":""地球内部结构"",""explain"":""地幔是固态具有塑性，液态的是外核。"",""id"":""C24"",""options"":{""A"":""是，火山喷出的就是地幔"",""B"":""不是，地幔是固态可塑状态"",""C"":""是，只有地壳是固态"",""D"":""不是，地幔全是气体""},""question"":""地球的地幔是液态岩浆吗？""}"
ri_7223281396701e2d4391,Geoscience,火山与板块边界,B,"{""concept"":""火山与板块边界"",""id"":""C23"",""scene"":""纪录片展示了太平洋边缘的无数座火山，它们像一串项链紧随板块缝隙排列。"",""tags"":[""火山分布"",""板块交界"",""地壳薄弱""],""title"":""环太平洋圈"",""warning"":""火山集中在板块边缘的地质活跃区，非随机分布。""}"
ri_9e311dd5cdf164d7c782,Physics,惯性,C,"{""answer"":""A"",""concept"":""惯性"",""explain"":""惯性使身体短时保持原来的运动状态。"",""id"":""C01"",""options"":{""A"":""身体保持原运动"",""B"":""前方有吸力"",""C"":""司机推了乘客"",""D"":""重力突然变大""},""question"":""公交急刹时，人为什么会前倾？""}"
ri_78b85910697485ff9837,Physics,摩擦力与运动,A,"{""concept"":""摩擦力与运动"",""correction"":""摩擦力也可以是动力，比如人走路时地面提供的静摩擦力。"",""id"":""C06"",""misconception"":""摩擦力总是阻碍物体的运动。"",""text"":""摩擦力是阻碍物体相对运动或相对运动趋势的力。""}"
ri_0246266c6c626f31132a,Geoscience,岩石循环,C,"{""answer"":""C"",""concept"":""岩石循环"",""explain"":""岩浆岩、沉积岩、变质岩通过地质作用循环转化。"",""id"":""C21"",""options"":{""A"":""岩石形成后永久不变"",""B"":""只有沉积岩会发生变化"",""C"":""三类岩石在地质过程中可互相转化"",""D"":""岩石只能越变越硬""},""question"":""关于岩石，下列说法正确的是？""}"
ri_21f90296706236f98dbc,Chemistry,化学反应与物理变化,A,"{""concept"":""化学反应与物理变化"",""correction"":""水蒸发只是状态改变，水分子本身没有变。"",""id"":""C10"",""misconception"":""水蒸发是化学变化"",""text"":""化学反应有新物质生成，物理变化仅改变形态。""}"
ri_65f75b27df9d490cff82,Geoscience,板块构造,A,"{""concept"":""板块构造"",""correction"":""板块以每年数厘米速度移动，持续改变大陆位置。"",""id"":""C19"",""misconception"":""大陆在地球上一直固定不动"",""text"":""地球外壳由若干刚性板块构成，在软流层上缓慢移动。""}"
ri_4a64f56fb2fd8c4efe8a,Physics,净力与加速度,A,"{""concept"":""净力与加速度"",""correction"":""净力决定加速度，不是直接决定速度大小。"",""id"":""C02"",""misconception"":""受力大速度一定大"",""text"":""净力不为零时，物体速度变化会产生加速度。""}"
ri_25f298b0a26bfc8fa083,Physics,摩擦力与运动,A,"{""concept"":""摩擦力与运动"",""correction"":""摩擦力也可以是动力，比如人走路时地面提供的静摩擦力。"",""id"":""C06"",""misconception"":""摩擦力总是阻碍物体的运动。"",""text"":""摩擦力是阻碍物体相对运动或相对运动趋势的力。""}"
ri_93afe8e49e3e1afd4e55,Climate/Environment,海洋垃圾与塑料污染,A,"{""concept"":""海洋垃圾与塑料污染"",""correction"":""塑料在海洋中累积形成垃圾带，无法自然稀释。"",""id"":""C29"",""misconception"":""海洋很大，能稀释所有塑料垃圾"",""text"":""塑料难以降解，破坏海洋生态和食物链。""}"
ri_77e7a4a8ad09bb2148cf,Physics,惯性,A,"{""concept"":""惯性"",""correction"":""没有净力时，物体也可保持匀速直线运动。"",""id"":""C01"",""misconception"":""运动必须一直受力"",""text"":""惯性是物体保持原有运动状态的性质。""}"
